city,town,hospital,address,mapx,mapy
서울특별시,양천구,이화여자대학교의과대학부속목동병원,서울특별시 양천구 안양천로 1071,126.8862044,37.5366019
서울특별시,강서구,이화여자대학교의과대학부속서울병원,서울특별시 강서구 공항대로 260,126.8360047,37.5568962
서울특별시,강서구,부민병원,서울특별시 강서구 공항대로 389 부민병원,126.85095,37.5568917
서울특별시,구로구,구로성심병원,서울특별시 구로구 경인로 427,126.8663915,37.4996958
서울특별시,구로구,고려대학교의과대학부속구로병원,서울특별시 구로구 구로동로 148,126.8848701,37.4920519
서울특별시,금천구,희명병원,서울특별시 금천구 시흥대로 244,126.9005836,37.4556869
서울특별시,영등포구,가톨릭대학교 여의도성모병원,서울특별시 영등포구 63로 10 여의도성모병원,126.9367516,37.5183252
서울특별시,영등포구,명지성모병원,서울특별시 영등포구 도림로 156 명지성모병원,126.8992478,37.4940033
서울특별시,영등포구,대림성모병원,서울특별시 영등포구 시흥대로 657 대림성모병원,126.907359,37.490566
서울특별시,영등포구,한림대학교강남성심병원,서울특별시 영등포구 신길로 1 강남성심병원,126.9086527,37.4937261
서울특별시,영등포구,성애의료재단성애병원,서울특별시 영등포구 여의대방로53길 22 성애병원,126.9225002,37.5120273
서울특별시,동작구,서울특별시보라매병원,서울특별시 동작구 보라매로5길 20 서울특별시보라매병원,126.9239058,37.4934413
서울특별시,동작구,중앙대학교병원,서울특별시 동작구 흑석로 102 중앙대학교병원,126.9607839,37.506748
서울특별시,관악구,의료법인서울효천의료재단 에이치플러스양지병원,서울특별시 관악구 남부순환로 1640,126.9330226,37.4843153
서울특별시,서초구,학교법인가톨릭학원가톨릭대학교서울성모병원,,127.0058206,37.5024443
서울특별시,강남구,연세대학교의과대학강남세브란스병원,서울특별시 강남구 언주로 211 강남세브란스병원,127.0462683,37.4929296
서울특별시,강남구,삼성서울병원,서울특별시 강남구 일원로 81 삼성의료원,127.0851507,37.4882976
서울특별시,송파구,경찰병원,서울특별시 송파구 중대로 150,127.1242737,37.495419
서울특별시,강동구,강동경희대학교의대병원,서울특별시 강동구 동남로 892,127.1576732,37.553536
서울특별시,강동구,한국보훈복지의료공단중앙보훈병원,서울특별시 강동구 진황도로61길 53 중앙보훈병원,127.147869,37.5303392
부산광역시,서구,고신대학교복음병원,부산광역시 서구 감천로 262 고신대학교복음병원,129.0158968,35.0804374
부산광역시,서구,부산대학교병원,부산광역시 서구 구덕로 179,129.0188032,35.1008476
부산광역시,서구,동아대학교병원,부산광역시 서구 대신공원로 26,129.017539,35.1201681
부산광역시,서구,삼육부산병원,부산광역시 서구 대티로 170,129.0110653,35.1127675
부산광역시,동구,좋은문화병원,부산광역시 동구 범일로 119,129.0590919,35.1408881
부산광역시,동구,의료법인정화의료재단 봉생기념병원,부산광역시 동구 중앙대로 401,129.0501906,35.1310264
부산광역시,영도구,의료법인 행도의료재단 해동병원,부산광역시 영도구 태종로 133 해동병원,129.0438999,35.0919051
부산광역시,영도구,영도병원,부산광역시 영도구 태종로 85,129.0406054,35.0922328
부산광역시,부산진구,인제대학교부산백병원,부산광역시 부산진구 복지로 75,129.0208925,35.1461809
부산광역시,부산진구,학교법인 춘해병원,부산광역시 부산진구 중앙대로 605 춘해병원,129.0585121,35.1472031
부산광역시,동래구,동래봉생병원,부산광역시 동래구 안연로109번길 27 동래봉생병원,129.0961356,35.1969224
부산광역시,동래구,대동병원,부산광역시 동래구 충렬대로 187 대동병원,129.0802032,35.2042537
부산광역시,북구,구포성심병원,부산광역시 북구 낙동대로 1786,129.0046776,35.209721
부산광역시,북구,의료법인 인당의료재단 부민병원,부산광역시 해운대구 해운대로 584,129.1556752,35.1614498
부산광역시,해운대구,의료법인 인당의료재단 해운대부민병원,부산광역시 해운대구 해운대로 584,129.1556752,35.1614498
부산광역시,연제구,부산광역시의료원,부산광역시 연제구 월드컵대로 359 부산의료원,129.0592351,35.1872821
부산광역시,수영구,의료법인 은성의료재단 좋은강안병원,부산광역시 수영구 수영로 493 좋은강안병원,129.1105518,35.1502214
부산광역시,수영구,비에이치에스한서병원,부산광역시 수영구 수영로 615,129.1131037,35.16088
부산광역시,수영구,의료법인 센텀의료재단 센텀종합병원,부산광역시 수영구 수영로679번길 8,129.1144194,35.1668298
부산광역시,사상구,의료법인은성의료재단좋은삼선병원,부산광역시 사상구 가야대로 326,129.0081332,35.1505399
부산광역시,기장군,(의)서일의료재단기장병원,부산광역시 기장군 기장읍 대청로72번길 6 기장병원,129.2164241,35.235968
부산광역시,기장군,동남권원자력의학원,부산광역시 기장군 장안읍 좌동길 40 동남권원자력의학원,129.2435492,35.3214001
대구광역시,중구,곽병원,서울특별시 종로구 자하문로 58 강락빌딩 3층,126.9712497,37.5812182
대구광역시,중구,계명대학교대구동산병원,대구광역시 중구 달성로 56 계명대학교 대구동산병원,128.5831322,35.8694728
대구광역시,중구,경북대학교병원,대구광역시 북구 호국로 807,128.5646727,35.9564206
대구광역시,동구,강남종합병원,서울특별시 서초구 반포대로 222 가톨릭중앙의료원 새병원 및 성의회관,127.0047034,37.5017271
대구광역시,동구,대구파티마병원,대구광역시 동구 아양로 99 파티마병원,128.6244071,35.884261
대구광역시,서구,의료법인구의료재단구병원,대구광역시 달서구 감삼북길 141,128.5413274,35.8506543
대구광역시,서구,계명대학교동산병원,대구광역시 중구 달성로 56 계명대학교 대구동산병원,128.5831322,35.8694728
대구광역시,서구,더블유병원,서울특별시 중구 서소문로 113 대영빌딩 4층,126.9735745,37.5631085
대구광역시,서구,한국보훈복지의료공단대구보훈병원,대구광역시 달서구 월곡로 60,128.5517122,35.8028288
대구광역시,서구,삼일병원,대구광역시 달서구 월배로 436,128.5535888,35.8323941
대구광역시,서구,나사렛종합병원,인천광역시 연수구 먼우금로 98,126.6705107,37.4080805
대구광역시,서구,대구의료원,대구광역시 서구 평리로 157 대구의료원,128.540587,35.85964
대구광역시,남구,드림종합병원,경기도 용인시 수지구 만현로 120,127.0847161,37.3060547
대구광역시,남구,대구가톨릭대학교병원,대구광역시 남구 두류공원로17길 33 대구가톨릭대학교병원,128.5679969,35.8436077
대구광역시,남구,대구굿모닝병원,대구광역시 남구 성당로 224,128.5740875,35.853007
대구광역시,남구,영남대학교병원,대구광역시 남구 현충로 170 1층,128.5852558,35.8459507
대구광역시,북구,대구가톨릭대학교칠곡가톨릭병원,대구광역시 북구 칠곡중앙대로 440,128.5493894,35.9348613
대구광역시,북구,칠곡경북대학교병원,대구광역시 북구 호국로 807,128.5646727,35.9564206
대구광역시,달서구,의료법인구의료재단구병원,대구광역시 달서구 감삼북길 141,128.5413274,35.8506543
대구광역시,달서구,계명대학교동산병원,대구광역시 중구 달성로 56 계명대학교 대구동산병원,128.5831322,35.8694728
대구광역시,달서구,더블유병원,서울특별시 중구 서소문로 113 대영빌딩 4층,126.9735745,37.5631085
대구광역시,달서구,한국보훈복지의료공단대구보훈병원,대구광역시 달서구 월곡로 60,128.5517122,35.8028288
대구광역시,달서구,삼일병원,대구광역시 달서구 월배로 436,128.5535888,35.8323941
대구광역시,달서구,나사렛종합병원,인천광역시 연수구 먼우금로 98,126.6705107,37.4080805
인천광역시,중구,인천기독병원,인천광역시 중구 답동로30번길 10 인천기독병원,126.6321217,37.4712156
인천광역시,중구,인하대학교의과대학부속병원,인천광역시 중구 인항로 27,126.6340954,37.4586786
인천광역시,동구,의료법인 길의료재단 길병원,인천광역시 중구 큰우물로 21,126.6313319,37.4737922
인천광역시,동구,인천힘찬종합병원,인천광역시 남동구 논현로 72,126.714676,37.4011304
인천광역시,동구,인천광역시의료원,인천광역시 동구 방축로 217 인천광역시의료원,126.66875,37.4787429
인천광역시,동구,의료법인 성수의료재단 인천백병원,인천광역시 동구 샛골로 214 인천백병원,126.6457359,37.4817429
인천광역시,연수구,의료법인나사렛의료재단나사렛국제병원,인천광역시 연수구 먼우금로 98 나사렛국제병원,126.6704765,37.4081929
인천광역시,연수구,인천적십자병원,인천광역시 연수구 원인재로 263 인천적십자병원,126.6896544,37.4184945
인천광역시,남동구,의료법인 길의료재단 길병원,인천광역시 중구 큰우물로 21,126.6313319,37.4737922
인천광역시,남동구,인천힘찬종합병원,인천광역시 남동구 논현로 72,126.714676,37.4011304
인천광역시,부평구,가톨릭대학교 인천성모병원,인천광역시 부평구 동수로 56,126.7248987,37.4848309
인천광역시,계양구,인천세종병원,인천광역시 계양구 계양문화로 20,126.7368604,37.5325139
인천광역시,계양구,의료법인인성의료재단한림병원,인천광역시 계양구 장제로 722 한림병원,126.7343596,37.5322632
인천광역시,서구,가톨릭관동대학교국제성모병원,인천광역시 서구 심곡로100번길 25 가톨릭관동대학교 국제성모병원,126.6836102,37.5424164
인천광역시,서구,온누리병원,서울특별시 마포구 신촌로 270 수창빌딩 4층 405호 온누리한의원,126.9557314,37.5571074
인천광역시,서구,의료법인 루가의료재단 나은병원,인천광역시 서구 원적로 23 나은병원,126.6798271,37.489237
인천광역시,서구,검단탑병원,인천광역시 서구 청마로19번길 5,126.6707411,37.5926944
인천광역시,서구,(의)성세의료재단 뉴성민병원,인천광역시 서구 칠천왕로33번길 17 뉴성민병원,126.6698644,37.5096077
인천광역시,강화군,비에스종합병원,인천광역시 강화군 강화읍 충렬사로 31,126.4855875,37.736233
인천광역시,옹진군,인천광역시의료원백령병원,인천광역시 옹진군 백령면 백령로 233 인천광역시의료원 백령병원,124.7209794,37.9680656
광주광역시,동구,전남대학교병원,전라남도 화순군 화순읍 서양로 322 화순전남대학교병원,127.0025,35.0594333
광주광역시,동구,조선대학교병원,광주광역시 동구 필문대로 365 조선대학교병원,126.9261467,35.1390537
광주광역시,서구,서광병원,서울특별시 동대문구 고산자로 475,127.0383177,37.5821224
광주광역시,서구,상무병원,광주광역시 서구 상무자유로 181-7,126.8539,35.152407
광주광역시,서구,광주한국병원,광주광역시 서구 월드컵4강로 223,126.8688163,35.1562165
광주광역시,서구,미래로21병원,광주광역시 서구 화운로 1,126.8853129,35.1410763
광주광역시,남구,동아병원,서울특별시 노원구 동일로197길 21 우성빌딩 3층,127.0702522,37.628412
광주광역시,남구,광주씨티병원,광주광역시 남구 서문대로654번길 5,126.8995001,35.1177842
광주광역시,남구,광주기독병원,광주광역시 남구 양림로 37,126.9118749,35.136665
광주광역시,북구,광주병원,서울특별시 동대문구 고산자로 441,127.0380625,37.5790083
광주광역시,북구,운암한국병원,광주광역시 북구 북문대로 191 한국병원,126.8696693,35.1850041
광주광역시,북구,광주현대병원,광주광역시 북구 설죽로 291,126.897925,35.185676
광주광역시,북구,광주일곡병원,광주광역시 북구 양일로 309 일곡병원,126.897588,35.202826
광주광역시,북구,광주희망병원,광주광역시 북구 하서로 429 희망병원,126.8746441,35.2134569
광주광역시,광산구,신가병원,광주광역시 광산구 목련로 316 신가병원,126.8296072,35.1774864
광주광역시,광산구,광주센트럴병원,광주광역시 광산구 수완로 6,126.8291069,35.1857756
광주광역시,광산구,KS병원,서울특별시 강남구 선릉로 571 KS정형외과의원,127.0439872,37.5092453
광주광역시,광산구,하남성심병원,광주광역시 광산구 용아로 259,126.8009586,35.1666556
광주광역시,광산구,광주수완병원,광주광역시 광산구 임방울대로 370,126.8242,35.1931393
광주광역시,광산구,광주보훈병원,광주광역시 광산구 첨단월봉로 99 보훈병원,126.849672,35.2079032
광주광역시,광산구,첨단종합병원,광주광역시 광산구 첨단중앙로170번길 59,126.84515,35.2211429
대전광역시,동구,대전한국병원,대전광역시 동구 동서대로 1672 대전한국병원,127.4358122,36.3481706
대전광역시,중구,의료법인영훈의료재단대전선병원,대전광역시 중구 목중로 29 선병원,127.4104138,36.3360668
대전광역시,중구,충남대학교병원,세종특별자치시 보듬7로 20,127.2571816,36.5186725
대전광역시,서구,대청병원,대전광역시 서구 혜천로 15 102호,127.3698174,36.3082199
대전광역시,대덕구,대전보훈병원,대전광역시 대덕구 신탄진동 대청로82번길 147,127.439686,36.4473107
울산광역시,중구,의료법인동강의료재단동강병원,울산광역시 중구 외솔큰길 215,129.3503771,35.5686695
울산광역시,남구,의료법인정안의료재단중앙병원,울산광역시 남구 문수로 472,129.3045194,35.5324665
울산광역시,남구,울산병원,서울특별시 송파구 올림픽로43길 88 서울아산병원,127.1079349,37.5265761
울산광역시,동구,학교법인울산공업학원울산대학교병원,울산광역시 동구 대학병원로 25,129.4280828,35.5203507
울산광역시,북구,의료법인송은의료재단울산시티병원,울산광역시 북구 산업로 1007,129.359,35.582942
울산광역시,울주군,서울산보람병원,울산광역시 울주군 삼남읍 중평로 53,129.1210035,35.5597986
,세종특별자치시,세종충남대학교병원,세종특별자치시 보듬7로 20,127.2580882,36.5195068
경기도,수원시 장안구,경기도의료원수원병원,경기도 수원시 장안구 수성로245번길 69 경기도의료원 수원병원,126.9963375,37.2918917
경기도,수원시 권선구,의료법인명인의료재단화홍병원,경기도 수원시 권선구 호매실로90번길 98,126.9639048,37.260206
경기도,수원시 팔달구,의료법인토마스의료재단윌스기념병원,경기도 안양시 동안구 경수대로 560,126.958234,37.3727681
경기도,수원시 팔달구,의료법인녹산의료재단동수원병원,경기도 수원시 팔달구 중부대로 165 동수원병원,127.0345486,37.2780648
경기도,수원시 팔달구,가톨릭대학교성빈센트병원,경기도 수원시 팔달구 중부대로 93 성빈센트병원,127.0274271,37.2779855
경기도,수원시 영통구,아주대학교병원,경기도 수원시 영통구 월드컵로 164,127.0476837,37.2794612
경기도,성남시 수정구,순천의료재단성남정병원,경기도 성남시 수정구 수정로 76,127.1289853,37.4398884
경기도,성남시 수정구,성남시의료원,경기도 성남시 수정구 수정로171번길 10,127.1391704,37.445108
경기도,성남시 중원구,성남중앙병원,경기도 성남시 중원구 산성대로476번길 12,127.1619932,37.4528496
경기도,성남시 분당구,분당서울대학교병원,경기도 성남시 분당구 구미로173번길 82 1동 지하1층,127.1231657,37.351815
경기도,성남시 분당구,국군수도병원,경기도 성남시 분당구 새마을로177번길 81,127.1505439,37.3920995
경기도,성남시 분당구,대진의료재단분당제생병원,경기도 성남시 분당구 서현로180번길 20 제생병원,127.1218124,37.3881106
경기도,성남시 분당구,차의과학대학교분당차병원,경기도 성남시 분당구 야탑로65번길 16 분당차병원 신관,127.1263712,37.4110576
경기도,의정부시,가톨릭대학교의정부성모병원,경기도 의정부시 천보로 271 가톨릭대학교 의정부성모병원,127.0777625,37.7587045
경기도,의정부시,추병원,경기도 의정부시 평화로 650 추병원,127.0450722,37.7497898
경기도,의정부시,경기도의료원의정부병원,경기도 의정부시 흥선로 142 경기도도립의료원의정부병원,127.0425004,37.7411609
경기도,부천시,부천세종병원,경기도 부천시 소사구 호현로489번길 28,126.7913172,37.4809661
경기도,부천시,가톨릭대학교부천성모병원,경기도 부천시 원미구 소사로 327,126.7924166,37.4871165
경기도,부천시,순천향대학교부속부천병원,경기도 부천시 원미구 조마루로 170,126.7629626,37.4986997
경기도,부천시,의료법인대인의료재단다니엘종합병원,경기도 부천시 원미구 중동로 361,126.7694384,37.5123995
경기도,광명시,중앙대학교광명병원,경기도 광명시 덕안로 110 중앙대학교광명병원,126.885556,37.4241394
경기도,광명시,광명성애병원,경기도 광명시 디지털로 36 광명성애병원,126.8717821,37.4735094
경기도,평택시,의료법인갈렌의료재단박병원,경기도 평택시 송탄로 33 PMC박병원,127.0570008,37.0482657
경기도,평택시,의료법인백송의료재단굿모닝병원,경기도 평택시 중앙로 338,127.1204113,36.9906277
경기도,평택시,의료법인박애의료재단박애병원,경기도 평택시 평택2로20번길 3,127.089075,36.9930802
경기도,평택시,의료법인양진의료재단평택성모병원,경기도 평택시 평택로 284,127.0743332,37.0083319
경기도,구리시,한양대학교구리병원,경기도 구리시 경춘로 153 한양대학교구리병원,127.1324272,37.6012985
경기도,남양주시,남양주한양병원,경기도 남양주시 오남읍 양지로 47-55 남양주한양병원,127.2043933,37.6823474
경기도,남양주시,현대병원,서울특별시 마포구 효창원로 253-2,126.9633788,37.5499293
경기도,남양주시,엘병원,서울특별시 중구 을지로 30 6층,126.9816208,37.5654272
경기도,오산시,오산한국병원,경기도 오산시 밀머리로1번길 16,127.0753662,37.1412709
경기도,시흥시,의료법인석경의료재단센트럴병원,경기도 시흥시 공단1대로 237,126.7281266,37.3369083
경기도,군포시,효산의료재단지샘병원,경기도 군포시 군포로 591,126.9473352,37.3588428
경기도,군포시,원광대학교산본병원,경기도 군포시 산본로 321,126.9335764,37.3594242
경기도,파주시,메디인병원,경기도 파주시 금릉역로 190 1층,126.7666689,37.7610732
경기도,파주시,경기도의료원파주병원,경기도 파주시 중앙로 207 경기도립의료원파주병원,126.7801502,37.7550649
경기도,이천시,경기도의료원이천병원,경기도 이천시 경충대로 2742 경기도의료원이천병원,127.4330562,37.2828594
경기도,안성시,안성성모병원,경기도 안성시 시장길 58,127.2709213,37.0062179
경기도,김포시,의료법인우리의료재단김포우리병원,경기도 김포시 감암로 11 김포우리병원,126.7106226,37.6325193
경기도,김포시,의료법인인봉의료재단뉴고려병원,경기도 김포시 김포한강3로 283 뉴고려병원,126.6600781,37.6408986
경기도,화성시,화성디에스병원,경기도 화성시 남양읍 시청로160번길 46-13 화성디에스병원,126.8257516,37.1992996
경기도,화성시,한림대학교동탄성심병원,경기도 화성시 큰재봉길 7,127.0801288,37.2166283
경기도,화성시,의료법인은혜와감사의료재단화성중앙종합병원,경기도 화성시 향남읍 발안로 5 화성중앙병원,126.910878,37.1313384
경기도,화성시,의료법인원광의료재단원광종합병원,경기도 화성시 화산북로 21 (송산동 200-86),127.0080363,37.2100629
경기도,광주시,참조은병원,경기도 광주시 광주대로 45,127.260254,37.4109626
경기도,양주시,남양주한양병원,경기도 남양주시 오남읍 양지로 47-55 남양주한양병원,127.2043933,37.6823474
경기도,양주시,현대병원,서울특별시 마포구 효창원로 253-2,126.9633788,37.5499293
경기도,양주시,엘병원,서울특별시 중구 을지로 30 6층,126.9816208,37.5654272
경기도,포천시,의료법인일심의료재단우리병원,경기도 포천시 소흘읍 호국로 661,127.1481862,37.827471
경기도,포천시,경기도의료원포천병원,경기도 포천시 포천로 1648,127.19828,37.9033162
경기도,여주시,세종여주병원,경기도 여주시 청심로 39 세종여주병원,127.6253003,37.3014839
경기도,연천군,연천군보건의료원,경기도 연천군 은대성로 95 연천군보건의료원,127.0609769,38.0234715
경기도,양평군,양평병원,서울특별시 영등포구 양평로 127 기독복음방송빌딩 5층,126.8934126,37.537821
충청북도,청주시 상당구,의료법인인화재단한국병원,충청북도 청주시 상당구 단재로 106,127.4965379,36.6195069
충청북도,청주시 상당구,의료법인정산의료재단효성병원,충청북도 청주시 상당구 쇠내로 16 효성병원,127.4953372,36.6244786
충청북도,청주시 서원구,충북대학교병원,충청북도 청주시 서원구 1순환로 776 충북대학교병원,127.4614843,36.6242237
충청북도,청주시 서원구,충청북도청주의료원,충청북도 청주시 서원구 흥덕로 48,127.4730326,36.6402026
충청북도,청주시 흥덕구,의료법인한마음의료재단하나병원,충청북도 청주시 흥덕구 2순환로 1262 하나병원,127.4313476,36.6236707
충청북도,청주시 청원구,청주성모병원,충청북도 청주시 청원구 주성로 173-19 청주성모병원,127.4856545,36.6737973
충청북도,충주시,건국대학교충주병원,,127.9286382,36.9789989
충청북도,충주시,충청북도충주의료원,충청북도 충주시 안림로 239-50 충청북도충주의료원,127.9706116,36.9796505
충청북도,제천시,의료법인명지의료재단명지병원,경기도 고양시 덕양구 화수로14번길 55,126.8312622,37.6419949
충청북도,영동군,의료법인조윤의료재단영동병원,충청북도 영동군 영동읍 대학로 106,127.78117,36.1858056
충청남도,공주시,충청남도공주의료원,충청남도 공주시 무령로 77,127.1094761,36.458987
충청남도,아산시,아산충무병원,충청남도 아산시 모종남로12번길 5,127.0207013,36.7793454
충청남도,서산시,서산중앙병원,충청남도 서산시 수석산업로 5,126.5034636,36.7810108
충청남도,서산시,충청남도서산의료원,충청남도 서산시 중앙로 149 충청남도서산의료원,126.4652577,36.7755834
충청남도,논산시,의료법인백제병원,충청남도 논산시 시민로294번길 14,127.0944739,36.1921929
충청남도,당진시,당진종합병원,충청남도 당진시 반촌로 5-15,126.6844488,36.9044002
충청남도,서천군,의료법인서해병원,,126.6880521,36.0847263
충청남도,청양군,청양군보건의료원,충청남도 청양군 청양읍 칠갑산로7길 54 청양군보건의료원,126.8045129,36.4553429
충청남도,홍성군,충청남도홍성의료원,충청남도 홍성군 홍성읍 조양로 224,126.6744129,36.599349
충청남도,태안군,태안군보건의료원,충청남도 태안군 서해로 1952-16 태안군보건의료원,126.3231999,36.7518329
전라남도,목포시,의료법인해민의료재단 세안종합병원,전라남도 목포시 고하대로 795-2,126.3802669,34.8165199
전라남도,목포시,목포시의료원,전라남도 목포시 이로로 18 목포의료원,126.4053626,34.8039838
전라남도,여수시,여천전남병원,전라남도 여수시 무선로 95 여천전남병원,127.6543239,34.7691121
전라남도,여수시,여수전남병원,전라남도 여수시 좌수영로 49 전남병원,127.728018,34.7450673
전라남도,순천시,순천제일병원,전라남도 순천시 기적의도서관1길 3,127.524175,34.9549262
전라남도,순천시,전라남도순천의료원,전라남도 순천시 서문성터길 2 순천의료원,127.4834681,34.9579097
전라남도,순천시,성가롤로병원,전라남도 순천시 순광로 221,127.5437073,34.9647333
전라남도,순천시,의료법인한국의료재단한국병원,"서울특별시 영등포구 국제금융로 10 two ifc 4층, 5층",126.9253589,37.5245995
전라남도,나주시,나주종합병원,전라남도 나주시 영산로 5419 나주병원,126.7213975,35.0363158
전라남도,광양시,광양사랑병원,전라남도 광양시 공영로 71 사랑병원,127.6969656,34.9361845
전라남도,담양군,담양사랑병원,전라남도 담양군 담양읍 천변7길 19,126.9825102,35.3153616
전라남도,곡성군,곡성사랑병원,전라남도 곡성군 곡성읍 곡성로 761,127.2879035,35.2762592
전라남도,구례군,구례병원,전라남도 구례군 동편제길 4,127.4639375,35.2159095
전라남도,고흥군,의료법인영성의료재단고흥종합병원,전라남도 고흥군 고흥읍 고흥로 1935 병원,127.2938857,34.6208884
전라남도,고흥군,의료법인장호의료재단녹동현대병원,전라남도 고흥군 도양읍 차경구렁목길 215,127.1457,34.5462582
전라남도,보성군,보성아산병원,전라남도 보성군 미력면 가평길 36-17,127.1045625,34.7758583
전라남도,보성군,삼호병원,서울특별시 서초구 방배로 269 삼호상가,126.9878377,37.4965069
전라남도,화순군,화순전남대학교병원,전라남도 화순군 화순읍 서양로 322 화순전남대학교병원,127.0025,35.0594333
전라남도,장흥군,장흥우리병원,전라남도 장흥군 장흥읍 흥성로 83 우리병원,126.9110663,34.6783837
전라남도,강진군,전라남도강진의료원,전라남도 강진군 강진읍 탐진로 5,126.7578653,34.6368113
전라남도,해남군,해남우리종합병원,전라남도 해남군 옥천면 해남로 597 해남우리병원,126.6465632,34.584252
전라남도,해남군,의료법인행촌의료재단 해남종합병원,전라남도 해남군 해남로 45,126.6127914,34.5717971
전라남도,영암군,영암한국병원,전라남도 영암군 영암읍 오리정길 8,126.7011015,34.7942934
전라남도,무안군,대송의료재단무안병원,전라남도 무안군 무안읍 몽탄로 65 무안병원,126.4893984,34.9916301
전라남도,영광군,영광종합병원,전라남도 영광군 영광읍 와룡로 3,126.4989779,35.2844615
전라남도,진도군,진도한국병원,전라남도 진도군 진도읍 남문길 48,126.2640943,34.4824203
경상북도,포항시 남구,포항성모병원,경상북도 포항시 남구 대잠동길 17 포항 성모병원,129.3399527,36.0159002
경상북도,포항시 남구,포항세명기독병원,경상북도 포항시 남구 상공로 132-1 1층,129.3619282,36.0191116
경상북도,포항시 남구,에스포항병원,경상북도 포항시 남구 희망대로 352 에스포항병원,129.3314129,36.0348142
경상북도,포항시 북구,의료법인은성의료재단좋은선린병원,경상북도 포항시 북구 대신로 27,129.3666543,36.0468698
경상북도,포항시 북구,경상북도포항의료원,경상북도 포항시 북구 용흥로 36 포항의료원,129.3549409,36.0348813
경상북도,경주시,동국대학교의과대학경주병원,경상북도 경주시 동대로 87,129.1966582,35.8583075
경상북도,김천시,경상북도김천의료원,경상북도 김천시 모암길 24 김천의료원,128.1264391,36.1227232
경상북도,김천시,의료법인덕산의료재단김천제일병원,경상북도 김천시 신음1길 12 김천제일병원,128.1190266,36.1354088
경상북도,안동시,안동성소병원,경상북도 안동시 서동문로 99 안동성소병원,128.7228172,36.5672422
경상북도,안동시,의료법인안동병원,경상북도 안동시 남후면 남일로 1463 안동유리한방병원,128.6890979,36.5229245
경상북도,안동시,경상북도안동의료원,경상북도 안동시 태사2길 55 안동의료원,128.7321116,36.5682205
경상북도,구미시,순천향대학교부속구미병원,경상북도 구미시 1공단로 179 구미순천향병원,128.3827377,36.1029181
경상북도,구미시,차의과학대학교부속구미차병원,경상북도 구미시 신시로10길 12 차의과학대학교 부속 구미차병원,128.3405414,36.1145324
경상북도,구미시,구미강동병원,경상북도 구미시 인동20길 46,128.4227832,36.0962037
경상북도,영주시,영주기독병원,경상북도 영주시 구성로 380,128.6211143,36.8251759
경상북도,영주시,영주적십자병원,경상북도 영주시 대학로 327,128.6040108,36.8253365
