city,district,hvec,hvoc,hvgc,hvmriayn,hvventiayn,hvamyn,dutyName,dutyTel3
부산광역시,부산진구,23,8.0,245.0,Y,Y,Y,인제대학교부산백병원,051-890-5995
부산광역시,부산진구,10,1.0,39.0,Y,Y,Y,동의병원,051-850-8777
부산광역시,부산진구,9,3.0,130.0,Y,Y,Y, 춘해병원,051-608-0119
부산광역시,동래구,6,3.0,60.0,Y,Y,Y,동래봉생병원,051-520-5600
부산광역시,동래구,14,2.0,80.0,Y,Y,Y,대동병원,051-550-9391
부산광역시,동래구,9,2.0,12.0,Y,Y,Y, 광혜의료재단 광혜병원,051-504-2119
부산광역시,남구,9,3.0,113.0,Y,Y,Y,부산성모병원,051-933-7119
부산광역시,북구,7,3.0,51.0,Y,Y,Y,구포성심병원,051-330-2090
부산광역시,북구,7,2.0,12.0,Y,Y,Y, 인당의료재단 부민병원,051-330-3129
부산광역시,해운대구,6,1.0,3.0,Y,Y,Y, 인당의료재단 해운대부민병원,051-602-8119
부산광역시,해운대구,0,10.0,237.0,Y,Y,Y,인제대학교 해운대백병원,051-797-0135
부산광역시,연제구,8,3.0,154.0,Y,Y,Y,부산광역시의료원,051-607-2140
부산광역시,수영구,12,,7.0,Y,Y,Y, 은성의료재단 좋은강안병원,051-610-9119
부산광역시,수영구,15,3.0,57.0,Y,Y,Y,비에이치에스한서병원,051-998-1119
부산광역시,수영구,9,3.0,27.0,Y,Y,Y, 센텀의료재단 센텀종합병원,051-750-5119
부산광역시,사상구,8,3.0,6.0,Y,Y,Y,은성의료재단좋은삼선병원,051-310-9416
부산광역시,사상구,7,3.0,27.0,Y,Y,Y, 부산보훈병원,051-601-6180
부산광역시,기장군,9,3.0,17.0,Y,Y,Y,서일의료재단기장병원,051-723-2119
부산광역시,기장군,6,5.0,36.0,Y,Y,Y,동남권원자력의학원원자력병원,051-720-5911
대구광역시,중구,10,3.0,53.0,Y,Y,Y,곽병원,053-605-3333
대구광역시,중구,9,0.0,71.0,Y,Y,Y,계명대학교대구동산병원,053-250-8481
대구광역시,중구,7,11.0,289.0,Y,Y,Y,경북대학교병원,053-200-5100
대구광역시,동구,14,5.0,58.0,Y,Y,Y,강남종합병원,053-980-9018
대구광역시,동구,1,5.0,174.0,Y,Y,Y,대구파티마병원,053-940-7119
대구광역시,서구,5,4.0,25.0,Y,Y,Y,구의료재단구병원,053-557-7119
대구광역시,서구,12,12.0,349.0,Y,Y,Y,계명대학교동산병원,053-258-6301
대구광역시,서구,7,2.0,38.0,Y,Y,Y,더블유병원,053-550-5019
대구광역시,서구,8,1.0,37.0,Y,Y,Y,대구보훈병원,053-630-7014
대구광역시,서구,11,0.0,15.0,Y,Y,Y,삼일병원,053-659-3119
대구광역시,서구,6,4.0,31.0,Y,Y,Y,나사렛종합병원,053-643-3119
대구광역시,서구,16,2.0,58.0,Y,Y,Y,대구의료원,053-560-7288
대구광역시,남구,7,2.0,9.0,Y,Y,Y,드림종합병원,053-640-8575
대구광역시,남구,19,11.0,355.0,Y,Y,Y,대구가톨릭대학교병원,053-650-3025
대구광역시,남구,8,1.0,42.0,Y,Y,Y,대구굿모닝병원,053-620-9119
대구광역시,남구,22,16.0,305.0,Y,Y,Y,영남대학교병원,053-620-3177
대구광역시,북구,2,2.0,16.0,Y,Y,Y,대구가톨릭대학교칠곡가톨릭병원,053-320-2111
대구광역시,북구,4,10.0,376.0,Y,Y,Y,칠곡경북대학교병원,053-200-2100
대구광역시,수성구,6,2.0,18.0,Y,Y,Y,천주성삼병원,053-790-0555
대구광역시,달서구,5,4.0,25.0,Y,Y,Y,구의료재단구병원,053-557-7119
대구광역시,달서구,12,12.0,349.0,Y,Y,Y,계명대학교동산병원,053-258-6301
대구광역시,달서구,7,2.0,38.0,Y,Y,Y,더블유병원,053-550-5019
대구광역시,달서구,8,1.0,37.0,Y,Y,Y,대구보훈병원,053-630-7014
대구광역시,달서구,11,0.0,15.0,Y,Y,Y,삼일병원,053-659-3119
대구광역시,달서구,6,4.0,31.0,Y,Y,Y,나사렛종합병원,053-643-3119
대구광역시,달성,9,0.0,71.0,Y,Y,Y,계명대학교대구동산병원,053-250-8481
인천광역시,중구,8,4.0,25.0,Y,Y,Y,인천기독병원,032-270-8300
인천광역시,중구,6,5.0,209.0,Y,Y,Y,인하대학교의과대학부속병원,032-890-2301
인천광역시,동구,9,9.0,500.0,Y,Y,Y, 길의료재단 길병원,032-460-3012
인천광역시,동구,12,4.0,68.0,Y,Y,Y,인천힘찬종합병원,032-459-3168
인천광역시,동구,14,6.0,64.0,Y,Y,Y,인천광역시의료원,032-580-6119
인천광역시,동구,3,3.0,12.0,Y,Y,Y, 성수의료재단 인천백병원,032-280-8119
인천광역시,연수구,15,5.0,21.0,Y,Y,Y,나사렛의료재단나사렛국제병원,032-899-9699
인천광역시,연수구,8,3.0,87.0,Y,Y,Y,인천적십자병원,032-899-4118
인천광역시,남동구,9,9.0,500.0,Y,Y,Y, 길의료재단 길병원,032-460-3012
인천광역시,남동구,12,4.0,68.0,Y,Y,Y,인천힘찬종합병원,032-459-3168
인천광역시,부평구,7,6.0,211.0,Y,Y,Y,가톨릭대학교 인천성모병원,032-280-6107
인천광역시,부평구,14,0.0,54.0,Y,Y,Y,안은의료재단 부평세림병원,032-509-5777
인천광역시,계양구,10,1.0,24.0,Y,Y,Y,인천병원,032-240-8119
인천광역시,계양구,13,1.0,63.0,Y,Y,Y,인성의료재단한림병원,032-540-9119
인천광역시,서구,15,0.0,83.0,Y,Y,Y,가톨릭관동대학교국제성모병원,032-290-3065
인천광역시,서구,9,2.0,28.0,Y,Y,Y,온누리병원,032-568-9112
인천광역시,서구,7,6.0,100.0,Y,Y,Y,루가의료재단나은병원,032-584-4119
인천광역시,서구,14,3.0,53.0,Y,Y,Y,검단탑병원,032-590-0077
인천광역시,서구,7,4.0,139.0,Y,Y,Y,성세의료재단 뉴성민병원,032-726-1190
인천광역시,강화군,8,0.0,140.0,N1,Y,Y,비에스종합병원,032-290-0119
인천광역시,옹진군,2,1.0,30.0,N1,Y,Y,인천광역시의료원백령병원,032-836-1732
광주광역시,동구,16,13.0,377.0,Y,Y,Y,전남대학교병원,062-220-6801
광주광역시,동구,18,9.0,201.0,Y,Y,Y,조선대학교병원,062-220-3280
광주광역시,서구,15,1.0,43.0,Y,Y,Y,서광병원,062-600-8119
광주광역시,서구,9,2.0,46.0,Y,Y,Y,상무병원,062-600-7119
광주광역시,서구,15,4.0,35.0,Y,Y,Y,광주한국병원,062-380-3119
광주광역시,서구,7,0.0,62.0,Y,Y,Y,미래로21병원,062-450-1119
광주광역시,남구,9,0.0,89.0,Y,Y,Y,동아병원,062-650-2515
광주광역시,남구,7,1.0,60.0,N,Y,Y,광주씨티병원,062-460-7119
광주광역시,남구,14,4.0,56.0,Y,Y,Y,광주기독병원,062-650-5119
광주광역시,북구,7,2.0,8.0,Y,Y,Y,광주병원,062-260-7119
광주광역시,북구,8,2.0,33.0,Y,Y,Y,운암한국병원,062-608-8119
광주광역시,북구,6,2.0,37.0,Y,Y,Y,광주현대병원,062-570-0119
광주광역시,북구,8,0.0,38.0,Y,Y,Y,광주일곡병원,062-608-7119
광주광역시,북구,9,1.0,51.0,Y,Y,Y,광주희망병원,062-608-6119
광주광역시,광산구,6,2.0,52.0,Y,Y,Y,신가병원,062-610-8119
광주광역시,광산구,10,1.0,55.0,Y,Y,Y,광주센트럴병원,062-960-5119
광주광역시,광산구,15,1.0,40.0,Y,Y,Y,KS병원,062-975-9119
광주광역시,광산구,18,2.0,17.0,Y,Y,Y,하남성심병원,062-958-1250
광주광역시,광산구,9,2.0,61.0,Y,Y,Y,광주수완병원,062-958-1119
광주광역시,광산구,8,4.0,60.0,Y,Y,Y,광주보훈병원,062-602-6119
광주광역시,광산구,16,3.0,82.0,Y,Y,Y,첨단종합병원,062-601-8119
대전광역시,동구,3,3.0,-12.0,Y,Y,Y,대전한국병원,042-606-1119
대전광역시,중구,6,5.0,220.0,Y,Y,Y,성모병원,042-220-9118
대전광역시,중구,6,2.0,15.0,Y,Y,Y,영훈의료재단대전선병원,042-220-8129
대전광역시,중구,15,12.0,248.0,Y,Y,Y,충남대학교병원,042-280-8129
대전광역시,서구,9,2.0,97.0,Y,Y,Y,대청병원,042-589-0119
대전광역시,서구,18,11.0,250.0,Y,Y,Y,건양교육재단건양대학교병원,042-600-9119
대전광역시,서구,16,8.0,186.0,Y,Y,Y,대전을지대학교병원,042-259-1119
대전광역시,유성구,9,-2.0,44.0,Y,Y,Y,영훈의료재단유성선병원,042-609-1119
대전광역시,대덕구,4,3.0,30.0,Y,Y,Y,대전보훈병원,042-939-0100
울산광역시,중구,20,1.0,84.0,Y,Y,Y,동강의료재단동강병원,052-241-1190
울산광역시,남구,13,3.0,15.0,Y,Y,Y,정안의료재단중앙병원,052-226-1119
울산광역시,남구,7,2.0,41.0,Y,Y,Y,은성의료재단좋은삼정병원,052-220-7600
울산광역시,남구,14,0.0,7.0,Y,Y,Y,울산병원,052-259-5119
울산광역시,동구,8,8.0,255.0,Y,Y,Y,울산공업학원울산대학교병원,052-250-7000
울산광역시,북구,17,4.0,7.0,Y,Y,Y,송은의료재단울산시티병원,052-280-9119
울산광역시,울주군,10,1.0,79.0,Y,Y,Y,서울산보람병원,052-255-7119
세종, ,5,1.0,68.0,Y,Y,Y,여주병원,031-880-7754
세종, ,4,4.0,72.0,Y,Y,Y,충남대학교병원,044-995-3010
세종, ,8,1.0,106.0,Y,Y,Y, 영제 의료재단 엔케이병원,044-850-7705
경기도,수원시 장안구,9,3.0,62.0,Y,Y,Y,경기도의료원수원병원,031-888-0119
경기도,수원시 권선구,12,3.0,18.0,Y,Y,Y,명인의료재단화홍병원,031-8021-6829
경기도,수원시 팔달구,7,3.0,35.0,Y,Y,Y,토마스의료재단윌스기념병원,031-240-6119
경기도,수원시 팔달구,11,4.0,16.0,Y,Y,Y,녹산의료재단동수원병원,031-210-0119
경기도,수원시 팔달구,16,8.0,201.0,Y,Y,Y,가톨릭대학교성빈센트병원,031-249-7370
경기도,수원시 영통구,17,8.0,214.0,Y,Y,Y,아주대학교병원,031-219-7777
경기도,성남시 수정구,8,4.0,32.0,Y,Y,Y,순천의료재단성남정병원,031-750-6003
경기도,성남시 수정구,15,5.0,134.0,Y,Y,Y,성남시의료원,031-738-7300
경기도,성남시 중원구,7,4.0,111.0,Y,Y,Y,성남중앙병원,031-799-5599
경기도,성남시 분당구,-17,15.0,479.0,Y,Y,Y,분당서울대학교병원,031-787-3119
경기도,성남시 분당구,25,4.0,98.0,Y,Y,Y,국군수도병원,031-725-6119
경기도,성남시 분당구,3,3.0,118.0,Y,Y,Y,대진의료재단분당제생병원,031-779-0119
경기도,성남시 분당구,16,7.0,233.0,Y,Y,Y,차의과학대학교분당차병원,031-780-5840
경기도,의정부시,7,2.0,77.0,Y,Y,Y,영동의료재단의정부백병원,031-842-1211
경기도,의정부시,18,2.0,106.0,Y,Y,Y,의정부을지대학교병원,031-8074-0119
경기도,의정부시,15,3.0,176.0,Y,Y,Y,가톨릭대학교의정부성모병원,031-820-5200
경기도,의정부시,7,3.0,53.0,Y,Y,Y,추병원,031-845-8313
경기도,의정부시,9,3.0,30.0,Y,Y,Y,경기도의료원의정부병원,031-828-5119
경기도,만안구,11,2.0,33.0,Y,Y,Y,효산의료재단안양샘병원,031-467-9119
경기도,동안구,16,10.0,267.0,Y,Y,Y,한림대학교성심병원,031-380-4129
경기도,부천시,14,2.0,52.0,Y,Y,Y,부천병원,032-340-1119
경기도,부천시,15,7.0,166.0,Y,Y,Y,가톨릭대학교부천성모병원,032-340-2100
경기도,부천시,17,13.0,238.0,Y,Y,Y,순천향대학교부속부천병원,032-621-5117
경기도,부천시,3,2.0,44.0,Y,Y,Y,대인의료재단다니엘종합병원,032-670-0119
경기도,광명시,14,4.0,93.0,Y,Y,Y,중앙대학교광명병원,02-2222-1338
경기도,광명시,1,0.0,21.0,Y,Y,Y,광명성애병원,02-2680-7115
경기도,평택시,7,1.0,44.0,Y,Y,Y,갈렌의료재단박병원,031-662-4119
경기도,평택시,9,0.0,8.0,Y,Y,Y,백송의료재단굿모닝병원,031-5182-7582
경기도,평택시,9,4.0,142.0,Y,Y,Y,박애의료재단박애병원,031-650-9219
경기도,평택시,12,6.0,58.0,Y,Y,Y,양진의료재단평택성모병원,070-5012-0119
경기도,상록구,5,1.0,87.0,Y,Y,Y,근로복지공단안산병원,031-500-1119
경기도,상록구,15,5.0,29.0,Y,Y,Y,칠석의료재단사랑의병원,031-414-6656
경기도,단원구,15,4.0,48.0,Y,Y,Y,대아의료재단한도병원,031-8040-1129
경기도,단원구,10,2.0,51.0,Y,Y,Y,플러스의료재단단원병원,031-8040-5911
경기도,단원구,18,6.0,232.0,Y,Y,Y,고려대학교의과대학부속안산병원,031-412-5381
경기도,덕양구,8,2.0,119.0,Y,Y,Y,명지의료재단명지병원,031-810-7119
경기도,일산동구,8,4.0,209.0,Y,Y,Y,동국대학교일산불교병원,031-961-7777
경기도,일산동구,15,8.0,213.0,Y,Y,Y,국민건강보험공단일산병원,031-900-0761
경기도,일산동구,4,5.0,99.0,Y,Y,Y,국립암센터,031-920-0119
경기도,일산동구,7,0.0,5.0,N1,Y,Y,성광의료재단일산차병원,031-782-8587
경기도,일산서구,10,8.0,153.0,Y,Y,Y,인제대학교일산백병원,031-910-9600
경기도,구리시,11,3.0,224.0,Y,Y,Y,한양대학교구리병원,1644-9118
경기도,남양주시,15,3.0,139.0,Y,Y,Y,남양주한양병원,031-510-0119
경기도,남양주시,10,3.0,94.0,Y,Y,Y,현대병원,031-574-0114
경기도,남양주시,5,2.0,16.0,Y,Y,Y,엘병원,031-527-6119
경기도,오산시,13,3.0,57.0,Y,Y,Y,오산한국병원,031-378-5119
경기도,시흥시,13,0.0,35.0,Y,Y,Y,석경의료재단센트럴병원,031-8041-3019
경기도,시흥시,11,2.0,42.0,Y,Y,Y,남촌의료재단시화병원,031-5189-0567
경기도,시흥시,9,3.0,22.0,Y,Y,Y,록향의료재단신천연합병원,031-310-6661
경기도,군포시,14,1.0,37.0,Y,Y,Y,효산의료재단지샘병원,031-389-3119
경기도,군포시,9,1.0,70.0,Y,Y,Y,원광대학교산본병원,031-390-2345
경기도,처인구,9,1.0,117.0,Y,Y,Y,효심의료재단용인서울병원,031-336-0119
경기도,처인구,15,1.0,41.0,Y,Y,Y,명주병원,1522-8119
경기도,처인구,11,4.0,53.0,Y,Y,Y,영문의료재단다보스병원,031-8021-2130
경기도,기흥구,4,1.0,29.0,Y,Y,Y,연세대학교의과대학용인세브란스병원,031-5189-9001
경기도,기흥구,14,2.0,65.0,Y,Y,Y,강남병원,031-300-0119
경기도,파주시,10,2.0,46.0,Y,Y,Y,메디인병원,031-570-7912
경기도,파주시,16,2.0,58.0,Y,Y,Y,경기도의료원파주병원,031-940-9119
경기도,이천시,16,2.0,55.0,Y,Y,Y,경기도의료원이천병원,031-630-4333
경기도,안성시,8,5.0,86.0,Y,Y,Y,경기도의료원안성병원,031-8046-5119
경기도,안성시,8,1.0,45.0,Y,Y,Y,안성성모병원,031-675-8275
경기도,김포시,11,3.0,6.0,Y,Y,Y,우리의료재단김포우리병원,031-999-1119
경기도,김포시,9,2.0,21.0,Y,Y,Y,인봉의료재단뉴고려병원,031-980-9119
경기도,화성시,10,3.0,58.0,Y,Y,Y,화성디에스병원,031-5180-7777
경기도,화성시,19,8.0,240.0,Y,Y,Y,한림대학교동탄성심병원,031-8086-2119
경기도,화성시,8,0.0,36.0,Y,Y,Y,은혜와감사의료재단화성중앙종합병원,031-371-7998
경기도,화성시,9,4.0,7.0,Y,Y,Y,원광의료재단원광종합병원,031-8077-7219
경기도,광주시,7,4.0,32.0,Y,Y,Y,참조은병원,031-881-9119
경기도,양주시,15,3.0,139.0,Y,Y,Y,남양주한양병원,031-510-0119
경기도,양주시,10,3.0,94.0,Y,Y,Y,현대병원,031-574-0114
경기도,양주시,5,2.0,16.0,Y,Y,Y,엘병원,031-527-6119
경기도,포천시,8,1.0,58.0,Y,Y,Y, 일심의료재단 포천우리병원,031-541-8282
경기도,포천시,17,4.0,66.0,Y,Y,Y,경기도의료원포천병원,031-539-9119
경기도,여주시,5,1.0,68.0,Y,Y,Y,여주병원,031-880-7754
경기도,연천군,10,2.0,49.0,N1,Y,Y,연천군보건의료원,031-839-4119
경기도,양평군,7,3.0,18.0,Y,Y,Y,양평병원,031-770-5176
강원,춘천시,8,4.0,276.0,Y,Y,Y,강원대학교병원,033-258-2245
강원,춘천시,15,3.0,77.0,Y,Y,Y,한림대학교춘천성심병원,033-240-5219
강원,원주시,8,2.0,10.0,Y,Y,Y,강원특별자치도원주의료원,033-760-4701
강원,원주시,8,4.0,76.0,Y,Y,Y,성지의료재단성지병원,033-760-3119
강원,원주시,22,3.0,155.0,Y,Y,Y,연세대학교원주세브란스기독병원,033-741-1641
강원,강릉시,14,3.0,43.0,Y,Y,Y,강릉동인병원,033-650-6105
강원,강릉시,5,1.0,31.0,Y,Y,Y,강원특별자치도강릉의료원,033-610-1234
강원,강릉시,10,6.0,46.0,Y,Y,Y,강릉아산병원,033-610-3333
강원,동해시,6,2.0,80.0,Y,Y,Y,근로복지공단동해병원,033-530-3119
강원,동해시,0,0.0,34.0,Y,Y,Y,동해동인병원,033-530-0129
강원,태백시,9,1.0,45.0,Y,Y,Y,근로복지공단태백병원,033-580-3119
강원,속초시,16,3.0,88.0,Y,Y,Y,강원특별자치도속초의료원,033-630-6036
강원,속초시,8,4.0,22.0,Y,Y,Y,보광의료재단속초보광병원,033-639-8988
강원,삼척시,15,2.0,13.0,Y,Y,Y,강원특별자치도삼척의료원,033-570-7431
강원,홍천군,10,1.0,8.0,Y,Y,Y,홍천아산병원,033-430-5119
강원,횡성군,8,1.0,29.0,Y,Y,Y,횡성대성병원,033-345-1191
강원,영월군,8,2.0,43.0,Y,Y,Y,강원특별자치도영월의료원,033-370-9129
강원,평창군,6,,20.0,N1,Y,Y,평창군보건의료원,033-330-4812
강원,정선군,5,,42.0,N1,Y,Y,근로복지공단정선병원,033-560-7150
강원,철원군,4,2.0,45.0,Y,Y,Y,철원병원,033-450-3300
강원,화천군,6,,16.0,N1,Y,Y,화천군보건의료원,033-440-2880
강원,양구군,9,,33.0,N1,Y,Y,성심의료재단양구성심병원,033-480-8816
충청북도,청주시 상당구,7,1.0,46.0,Y,Y,Y,인화재단한국병원,043-222-6177
충청북도,청주시 상당구,13,3.0,54.0,Y,Y,Y,정산의료재단효성병원,043-221-2192
충청북도,청주시 서원구,22,11.0,321.0,Y,Y,Y,충북대학교병원,043-269-6114
충청북도,청주시 서원구,11,5.0,158.0,Y,Y,Y,충청북도청주의료원,043-279-0119
충청북도,청주시 흥덕구,10,4.0,79.0,Y,Y,Y,한마음의료재단하나병원,043-230-6594
충청북도,청주시 흥덕구,7,4.0,164.0,Y,Y,Y,베스티안재단베스티안병원,043-904-8925
충청북도,청주시 청원구,8,6.0,142.0,Y,Y,Y,청주성모병원,043-219-8119
충청북도,충주시,15,3.0,71.0,Y,Y,Y,건국대학교충주병원,043-840-8330
충청북도,충주시,7,2.0,137.0,Y,Y,Y,충청북도충주의료원,043-871-0119
충청북도,제천시,18,3.0,50.0,Y,Y,Y,명지의료재단명지병원,043-640-8117
충청북도,제천시,12,2.0,30.0,Y,Y,Y,자산의료재단제천서울병원,043-643-2327
충청북도,옥천군,7,1.0,31.0,Y,Y,Y,힐링의료재단옥천성모병원,043-730-7119
충청북도,영동군,7,2.0,21.0,Y,Y,Y,조윤의료재단영동병원,043-740-9333
충청북도,진천군,6,4.0,79.0,Y,Y,Y,건명의료재단중앙제일병원,043-537-9119
충청북도,괴산군,7,1.0,47.0,Y,Y,Y,대광의료재단괴산성모병원,043-830-5419
충청남도,천안시 동남구,13,6.0,205.0,Y,Y,Y,단국대학교의과대학부속병원,041-550-6840
충청남도,천안시 동남구,5,5.0,129.0,Y,Y,Y,동은학원순천향대학교부속천안병원,041-590-7019
충청남도,천안시 동남구,11,3.0,148.0,Y,Y,Y,충청남도천안의료원,041-570-7119
충청남도,천안시 서북구,9,2.0,15.0,Y,Y,Y,영서의료재단천안충무병원,041-570-7519
충청남도,공주시,14,6.0,103.0,Y,Y,Y,충청남도공주의료원,041-962-1365
충청남도,보령시,6,1.0,67.0,Y,Y,Y,아산사회복지재단보령아산병원,041-930-5333
충청남도,아산시,11,-1.0,228.0,Y,Y,Y,아산충무병원,041-536-6519
충청남도,서산시,9,0.0,33.0,Y,Y,Y,서산중앙병원,041-661-1195
충청남도,서산시,11,2.0,21.0,Y,Y,Y,충청남도서산의료원,041-689-7119
충청남도,논산시,17,-1.0,55.0,Y,Y,Y,백제병원,041-730-8888
충청남도,당진시,12,3.0,68.0,Y,Y,Y,당진종합병원,041-358-3624
충청남도,부여군,9,1.0,19.0,N1,Y,Y,건양교육재단건양대학교부여병원,041-837-1201
충청남도,서천군,5,,40.0,N1,Y,Y,서해병원,041-950-0219
충청남도,청양군,5,1.0,11.0,N1,Y,Y,청양군보건의료원,041-940-4951
충청남도,홍성군,12,4.0,132.0,Y,Y,Y,충청남도홍성의료원,041-630-6119
충청남도,태안군,10,,22.0,N1,Y,Y,태안군보건의료원,041-671-5319
전주시,완산구,20,7.0,77.0,Y,Y,Y,예수병원유지재단예수병원,063-230-8280
전주시,완산구,12,,11.0,Y,Y,Y,영경의료재단전주병원,063-226-6119
전주시,덕진구,17,11.0,417.0,Y,Y,Y,전북대학교병원,063-250-1131
전주시,덕진구,0,0.0,31.0,Y,Y,Y,대자인병원,063-250-8701
전주시,덕진구,7,1.0,7.0,Y,Y,Y,영경의료재단호성전주병원,063-240-8862
군산시, ,9,5.0,76.0,Y,Y,Y,전북특별자치도군산의료원,063-472-5130
군산시, ,9,3.0,54.0,Y,Y,Y,오성의료재단동군산병원,063-440-0515
익산시, ,14,10.0,237.0,Y,Y,Y,원광대학교병원,063-859-1165
익산시, ,10,2.0,-19.0,Y,Y,Y,대산의료재단익산병원,063-840-9112
