city,district,hvec,hvoc,hvgc,hvmriayn,hvventiayn,hvamyn,dutyName,dutyTel3,address,mapx,mapy,hospital_link
부산광역시,부산진구,8,4,133,Y,Y,Y, 춘해병원,051-608-0119,부산광역시 부산진구 중앙대로 605,129.0583895,35.1469382,http://www.choonhae.or.kr/
부산광역시,동래구,5,3,58,Y,Y,Y,동래봉생병원,051-520-5600,부산광역시 동래구 안연로109번길 27 동래봉생병원,129.0961356,35.1969224,http://www.drbs.or.kr/
부산광역시,동래구,15,5,82,Y,Y,Y,대동병원,051-550-9391,부산광역시 동래구 충렬대로 187 대동병원,129.0802032,35.2042537,http://www.ddh.co.kr/
부산광역시,동래구,5,2,4,Y,Y,Y, 광혜병원,051-504-2119,부산광역시 동래구 충렬대로 96,129.0711482,35.2070104,https://gwanghyehospital.com
부산광역시,남구,8,4,119,Y,Y,Y,부산성모병원,051-933-7119,부산광역시 남구 용호로232번길 25-14 부산성모병원,129.109125,35.110457,http://bsm.or.kr/
부산광역시,북구,9,2,47,Y,Y,Y,구포성심병원,051-330-2090,부산광역시 북구 낙동대로 1786,129.0046776,35.209721,https://www.guposs.com/kr/
부산광역시,북구,8,2,17,Y,Y,Y, 부민병원,051-330-3129,부산광역시 북구 만덕대로 59,129.0112549,35.2119078,https://www.youtube.com/channel/UCTXUOcXH33AxRSMInyVLriA
부산광역시,해운대구,7,2,7,Y,Y,Y, 해운대부민병원,051-602-8119,부산광역시 해운대구 해운대로 584,129.1556752,35.1614498,http://www.bumin.co.kr/haeundae/;jsessionid=697E3B78F83EBE8A7DE99C56F945F47F
부산광역시,해운대구,-2,8,248,Y,Y,Y,인제대학교 해운대백병원,051-797-0135,부산광역시 해운대구 해운대로 875 인제대학교해운대백병원,129.182013,35.1734429,http://haeundae.paik.ac.kr
부산광역시,연제구,9,6,156,Y,Y,Y,부산광역시의료원,051-607-2140,부산광역시 연제구 월드컵대로 359 부산의료원,129.0592351,35.1872821,https://www.instagram.com/busan_medical_center/
부산광역시,수영구,10,Unknown,26,Y,Y,Y, 좋은강안병원,051-610-9119,부산광역시 수영구 수영로 493 의료법인은성의료재단좋은강안병원,129.1106217,35.1500684,https://www.gang-an.or.kr/
부산광역시,수영구,15,4,71,Y,Y,Y,비에이치에스한서병원,051-998-1119,부산광역시 수영구 수영로 615,129.1131037,35.16088,http://www.hanseohospital.or.kr/
부산광역시,수영구,5,5,25,Y,Y,Y, 센텀종합병원,051-750-5119,부산광역시 수영구 수영로679번길 8,129.1144554,35.166733,Unknown
부산광역시,사상구,8,5,20,Y,Y,Y,좋은삼선병원,051-310-9416,부산광역시 사상구 가야대로 326,129.0082462,35.150416,https://youtube.com/@goodsamsun?si=fLYwNC-mtMOKg1zz
부산광역시,사상구,10,6,23,Y,Y,Y, 부산보훈병원,051-601-6180,부산광역시 사상구 백양대로 420,129.006575,35.153382,http://busan.bohun.or.kr/
부산광역시,기장군,7,3,16,Y,Y,Y,기장병원,051-723-2119,부산광역시 기장군 기장읍 대청로72번길 6 기장병원,129.2164241,35.235968,http://www.gjhp.kr/
부산광역시,기장군,5,3,39,Y,Y,Y,동남권원자력의학원원자력병원,051-720-5911,부산광역시 기장군 장안읍 좌동길 40 동남권원자력의학원,129.2435492,35.3214001,https://www.dirams.re.kr/
대구광역시,중구,7,3,57,Y,Y,Y,곽병원,053-605-3333,대구광역시 중구 국채보상로 531 곽병원,128.5885849,35.8710213,https://www.instagram.com/kwak_hospital
대구광역시,중구,11,1,72,Y,Y,Y,계명대학교대구동산병원,053-250-8481,대구광역시 중구 달성로 56 계명대학교 대구동산병원,128.5831322,35.8694728,https://daegu.dsmc.or.kr:49880/
대구광역시,중구,1,12,273,Y,Y,Y,경북대학교병원,053-200-5100,대구광역시 북구 호국로 807,128.5646727,35.9564206,http://www.knuch.kr
대구광역시,동구,13,6,61,Y,Y,Y,강남종합병원,053-980-9018,대구광역시 동구 동촌로 209,128.6639278,35.8826783,https://gangnamhosp.co.kr
대구광역시,동구,0,5,206,Y,Y,Y,대구파티마병원,053-940-7119,대구광역시 동구 아양로 99 파티마병원,128.6244071,35.884261,http://www.fatima.or.kr/
대구광역시,서구,5,4,11,Y,Y,Y,구병원,053-557-7119,대구광역시 달서구 감삼북길 141,128.5413274,35.8506543,http://www.kooh.co.kr
대구광역시,서구,11,16,335,Y,Y,Y,계명대학교동산병원,053-258-6301,대구광역시 달서구 달구벌대로 1035,128.4802188,35.8540994,http://dongsan.dsmc.or.kr/
대구광역시,서구,2,3,26,Y,Y,Y,더블유병원,053-550-5019,대구광역시 수성구 화랑로 58 더블유여성병원,128.6339776,35.8708473,http://www.w-women.com
대구광역시,서구,8,5,39,Y,Y,Y,대구보훈병원,053-630-7014,대구광역시 달서구 월곡로 60,128.5519784,35.8028205,http://daegu.bohun.or.kr/
대구광역시,서구,11,3,33,Y,Y,Y,삼일병원,053-659-3119,대구광역시 달서구 월배로 436,128.5535888,35.8323941,http://31hosp.com
대구광역시,서구,9,4,33,Y,Y,Y,나사렛종합병원,053-643-3119,대구광역시 달서구 월배로 97,128.5250772,35.8147313,http://www.nazareth.co.kr/
대구광역시,서구,16,4,62,Y,Y,Y,대구의료원,053-560-7288,대구광역시 서구 평리로 157 대구의료원,128.540587,35.85964,http://www.daegumc.co.kr/
대구광역시,남구,7,2,8,Y,Y,Y,드림종합병원,053-640-8575,대구광역시 남구 대명로 153 드림종합병원,128.5745081,35.8396592,https://www.instagram.com/dreamhosp
대구광역시,남구,12,14,359,Y,Y,Y,대구가톨릭대학교병원,053-650-3025,대구광역시 남구 두류공원로17길 33 대구가톨릭대학교병원,128.5679969,35.8436077,http://www.dcmc.co.kr/
대구광역시,남구,7,2,43,Y,Y,Y,대구굿모닝병원,053-620-9119,대구광역시 남구 성당로 224,128.5740875,35.853007,http://www.gmhospital.co.kr/
대구광역시,남구,21,20,309,Y,Y,Y,영남대학교병원,053-620-3177,대구광역시 남구 현충로 170,128.5848999,35.847407,http://www.yumc.ac.kr/
대구광역시,북구,9,3,33,Y,Y,Y,대구가톨릭대학교칠곡가톨릭병원,053-320-2111,대구광역시 북구 칠곡중앙대로 440,128.5493894,35.9348613,http://www.tcmcch.co.kr/
대구광역시,북구,4,12,343,Y,Y,Y,칠곡경북대학교병원,053-200-2100,대구광역시 북구 호국로 807,128.5646727,35.9564206,http://www.knuch.kr
대구광역시,수성구,7,3,23,Y,Y,Y,천주성삼병원,053-790-0555,대구광역시 수성구 달구벌대로 3190,128.7055749,35.8402989,http://www.sungsam21.com/
대구광역시,달서구,5,4,11,Y,Y,Y,구병원,053-557-7119,대구광역시 달서구 감삼북길 141,128.5413274,35.8506543,http://www.kooh.co.kr
대구광역시,달서구,11,16,335,Y,Y,Y,계명대학교동산병원,053-258-6301,대구광역시 달서구 달구벌대로 1035,128.4802188,35.8540994,http://dongsan.dsmc.or.kr/
대구광역시,달서구,2,3,26,Y,Y,Y,더블유병원,053-550-5019,대구광역시 수성구 화랑로 58 더블유여성병원,128.6339776,35.8708473,http://www.w-women.com
대구광역시,달서구,8,5,39,Y,Y,Y,대구보훈병원,053-630-7014,대구광역시 달서구 월곡로 60,128.5519784,35.8028205,http://daegu.bohun.or.kr/
대구광역시,달서구,11,3,33,Y,Y,Y,삼일병원,053-659-3119,대구광역시 달서구 월배로 436,128.5535888,35.8323941,http://31hosp.com
대구광역시,달서구,9,4,33,Y,Y,Y,나사렛종합병원,053-643-3119,대구광역시 달서구 월배로 97,128.5250772,35.8147313,http://www.nazareth.co.kr/
대구광역시,달성,11,1,72,Y,Y,Y,계명대학교대구동산병원,053-250-8481,대구광역시 중구 달성로 56 계명대학교 대구동산병원,128.5831322,35.8694728,https://daegu.dsmc.or.kr:49880/
인천광역시,중구,8,4,29,Y,Y,Y,인천기독병원,032-270-8300,인천광역시 중구 답동로30번길 10 인천기독병원,126.6321217,37.4712156,http://www.goich.co.kr/
인천광역시,중구,4,3,257,Y,Y,Y,인하대학교의과대학부속병원,032-890-2301,인천광역시 중구 인항로 27,126.6340954,37.4586786,http://www.inha.com/
인천광역시,동구,4,12,536,Y,Y,Y, 길병원,032-460-3012,인천광역시 남동구 남동대로774번길 21,126.7092257,37.452171,http://www.gilhospital.com/
인천광역시,동구,13,5,76,Y,Y,Y,인천힘찬종합병원,032-459-3168,인천광역시 남동구 논현로 72,126.714676,37.4011304,http://www.himchangeneral.com
인천광역시,동구,14,6,67,Y,Y,Y,인천광역시의료원,032-580-6119,인천광역시 동구 방축로 217 인천광역시의료원,126.66875,37.4787429,http://www.icmc.or.kr/
인천광역시,동구,3,4,14,Y,Y,Y, 인천백병원,032-280-8119,인천광역시 동구 샛골로 214 인천백병원,126.6457359,37.4817429,http://ib.ibsh.kr/
인천광역시,연수구,14,3,39,Y,Y,Y,나사렛국제병원,032-899-9699,인천광역시 연수구 먼우금로 98,126.6705107,37.4080805,https://blog.naver.com/nasaret-best
인천광역시,연수구,7,3,86,Y,Y,Y,인천적십자병원,032-899-4118,인천광역시 연수구 원인재로 263 인천적십자병원,126.6896544,37.4184945,https://blog.naver.com/in_cheon_stagram
인천광역시,남동구,4,12,536,Y,Y,Y, 길병원,032-460-3012,인천광역시 남동구 남동대로774번길 21,126.7092257,37.452171,http://www.gilhospital.com/
인천광역시,남동구,13,5,76,Y,Y,Y,인천힘찬종합병원,032-459-3168,인천광역시 남동구 논현로 72,126.714676,37.4011304,http://www.himchangeneral.com
인천광역시,부평구,3,8,223,Y,Y,Y,가톨릭대학교 인천성모병원,032-280-6107,인천광역시 부평구 동수로 56,126.7248987,37.4848309,https://www.youtube.com/ecmcism
인천광역시,부평구,15,2,67,Y,Y,Y, 부평세림병원,032-509-5777,인천광역시 부평구 부평대로 175 부평세림병원,126.7199857,37.5068719,http://www.iserim.co.kr/
인천광역시,계양구,8,2,33,Y,Y,Y,인천병원,032-240-8119,인천광역시 부평구 무네미로 446,126.7536332,37.4767018,https://www.comwel.or.kr/incheon/index.jsp
인천광역시,계양구,10,3,71,Y,Y,Y,한림병원,032-540-9119,인천광역시 계양구 장제로 722,126.7343513,37.5320981,http://www.hallym.net/
인천광역시,서구,15,0,96,Y,Y,Y,가톨릭관동대학교국제성모병원,032-290-3065,인천광역시 서구 심곡로100번길 25 가톨릭관동대학교 국제성모병원,126.6836102,37.5424164,https://youtube.com/@16008291
인천광역시,서구,9,0,29,Y,Y,Y,온누리병원,032-568-9112,인천광역시 서구 완정로 199,126.6543117,37.6028571,https://blog.naver.com/567_6200
인천광역시,서구,8,8,98,Y,Y,Y,나은병원,032-584-4119,인천광역시 서구 원적로 23,126.6797292,37.4890717,https://blog.naver.com/naeun4119
인천광역시,서구,16,5,57,Y,Y,Y,검단탑병원,032-590-0077,인천광역시 서구 청마로19번길 5 검단탑병원,126.6711791,37.5924835,https://tophospital.co.kr
인천광역시,서구,8,6,148,Y,Y,Y, 뉴성민병원,032-726-1190,인천광역시 서구 칠천왕로33번길 17 뉴성민병원,126.6698644,37.5096077,http://www.smgh.co.kr
인천광역시,강화군,10,1,141,N1,Y,Y,비에스종합병원,032-290-0119,인천광역시 강화군 강화읍 충렬사로 31,126.4855875,37.736233,http://bs.ibsh.kr/
인천광역시,옹진군,4,1,30,N1,Y,Y,인천광역시의료원백령병원,032-836-1732,인천광역시 옹진군 백령면 백령로 233 인천광역시의료원 백령병원,124.7209794,37.9680656,Unknown
광주광역시,동구,12,13,409,Y,Y,Y,전남대학교병원,062-220-6801,광주광역시 동구 제봉로 42 전남대학교병원,126.9215805,35.1418094,http://www.cnuh.com/
광주광역시,동구,15,9,207,Y,Y,Y,조선대학교병원,062-220-3280,광주광역시 동구 필문대로 365 조선대학교병원,126.9261467,35.1390537,http://hosp.chosun.ac.kr/
광주광역시,서구,17,2,43,Y,Y,Y,서광병원,062-600-8119,광주광역시 서구 금화로59번길 6 서광병원,126.8555877,35.1326051,Unknown
광주광역시,서구,8,1,48,Y,Y,Y,상무병원,062-600-7119,광주광역시 서구 상무자유로 181-7,126.8539,35.152407,http://www.sangmoohospital.co.kr/
광주광역시,서구,14,4,44,Y,Y,Y,광주한국병원,062-380-3119,광주광역시 서구 월드컵4강로 223,126.8688163,35.1562165,http://www.hkh.co.kr/
광주광역시,서구,5,2,61,Y,Y,Y,미래로21병원,062-450-1119,광주광역시 서구 화운로 1,126.8853129,35.1410763,http://www.mr21mc.kr/
광주광역시,남구,9,3,90,Y,Y,Y,동아병원,062-650-2515,광주광역시 남구 대남대로 238,126.8999505,35.1348131,http://www.dongahospital.co.kr/
광주광역시,남구,8,3,58,N,Y,Y,광주씨티병원,062-460-7119,광주광역시 남구 서문대로654번길 5,126.8995001,35.1177842,http://www.ct119.co.kr
광주광역시,남구,10,4,66,Y,Y,Y,광주기독병원,062-650-5119,광주광역시 남구 양림로 37,126.9118749,35.136665,http://www.kch.or.kr/
광주광역시,북구,4,2,19,Y,Y,Y,광주병원,062-260-7119,광주광역시 북구 면앙로139번길 51 광주병원,126.928138,35.1789349,http://gwangjuhosp.co.kr/
광주광역시,북구,9,3,42,Y,Y,Y,운암한국병원,062-608-8119,광주광역시 북구 북문대로 191 한국병원,126.8696693,35.1850041,http://www.uhkh.co.kr/
광주광역시,북구,5,4,44,Y,Y,Y,광주현대병원,062-570-0119,광주광역시 북구 설죽로 291,126.897925,35.185676,http://www.hyundae-hosp.co.kr/
광주광역시,북구,8,1,44,Y,Y,Y,광주일곡병원,062-608-7119,광주광역시 북구 양일로 309 일곡병원,126.897588,35.202826,http://www.ilgok.co.kr/
광주광역시,북구,9,2,55,Y,Y,Y,광주희망병원,062-608-6119,광주광역시 북구 하서로 429 희망병원,126.8746441,35.2134569,https://blog.naver.com/gwangju-heemang
광주광역시,광산구,6,2,46,Y,Y,Y,신가병원,062-610-8119,광주광역시 광산구 목련로 316 신가병원,126.8296072,35.1774864,http://www.singahospital.co.kr/
광주광역시,광산구,7,2,69,Y,Y,Y,광주센트럴병원,062-960-5119,광주광역시 광산구 수완로 6,126.8291069,35.1857756,http://www.gwangjucentralhospital.co.kr
광주광역시,광산구,12,3,46,Y,Y,Y,KS병원,062-975-9119,광주광역시 광산구 왕버들로 220,126.8332983,35.1978115,http://www.kshosp.com/
광주광역시,광산구,17,4,17,Y,Y,Y,하남성심병원,062-958-1250,광주광역시 광산구 용아로 259,126.8009586,35.1666556,http://www.sungshim.co.kr/
광주광역시,광산구,9,3,60,Y,Y,Y,광주수완병원,062-958-1119,광주광역시 광산구 임방울대로 370,126.8242,35.1931393,http://www.suwanhospital.com/
광주광역시,광산구,7,7,62,Y,Y,Y,광주보훈병원,062-602-6119,광주광역시 광산구 첨단월봉로 99 보훈병원,126.849672,35.2079032,http://gwangju.bohun.or.kr/000main/index.php
광주광역시,광산구,20,3,92,Y,Y,Y,첨단종합병원,062-601-8119,광주광역시 광산구 첨단중앙로170번길 59,126.84515,35.2211429,http://www.cheomdanhosp.co.kr/
대전광역시,동구,0,3,-10,Y,Y,Y,대전한국병원,042-606-1119,대전광역시 동구 동서대로 1672 대전한국병원,127.4358122,36.3481706,http://djh.kr/
대전광역시,중구,5,8,243,Y,Y,Y,성모병원,042-220-9118,대전광역시 중구 대흥로 64 가톨릭대학교대전성모병원,127.4201629,36.323042,https://www.cmcdj.or.kr/
대전광역시,중구,5,2,22,Y,Y,Y,대전선병원,042-220-8129,대전광역시 중구 목중로 29 선병원,127.4104138,36.3360668,http://www.sunhospital.com/main/
대전광역시,중구,6,12,275,Y,Y,Y,충남대학교병원,042-280-8129,대전광역시 중구 문화로 282 충남대학교병원,127.415363,36.316908,http://www.cnuh.co.kr/
대전광역시,서구,7,1,101,Y,Y,Y,대청병원,042-589-0119,대전광역시 서구 계백로 1322,127.3705716,36.3082388,https://blog.naver.com/range12088
대전광역시,서구,19,13,251,Y,Y,Y,건양대학교병원,042-600-9119,대전광역시 서구 관저동로 158,127.342613,36.306642,https://www.youtube.com/channel/UCJF6ZR9rxjXGnielM0k0aYg
대전광역시,서구,10,12,202,Y,Y,Y,대전을지대학교병원,042-259-1119,대전광역시 서구 둔산서로 95,127.3820744,36.3553609,http://www.emc.ac.kr/default.asp
대전광역시,유성구,10,1,61,Y,Y,Y,유성선병원,042-609-1119,대전광역시 유성구 북유성대로 93,127.3249507,36.3751715,https://blog.naver.com/sun_medical
대전광역시,대덕구,5,5,25,Y,Y,Y,대전보훈병원,042-939-0100,대전광역시 대덕구 신탄진동 대청로82번길 147,127.439686,36.4473107,Unknown
