city,district,hvec,hvoc,hvgc,hvmriayn,hvventiayn,hvamyn,dutyName,dutyTel3
부산광역시,북구,8,2,17,Y,Y,Y, 부민병원,051-330-3129
부산광역시,해운대구,7,2,7,Y,Y,Y, 해운대부민병원,051-602-8119
부산광역시,해운대구,-2,8,248,Y,Y,Y,인제대학교 해운대백병원,051-797-0135
부산광역시,연제구,9,6,156,Y,Y,Y,부산광역시의료원,051-607-2140
부산광역시,수영구,10,,26,Y,Y,Y, 좋은강안병원,051-610-9119
부산광역시,수영구,15,4,71,Y,Y,Y,비에이치에스한서병원,051-998-1119
부산광역시,수영구,5,5,25,Y,Y,Y, 센텀종합병원,051-750-5119
부산광역시,사상구,8,5,20,Y,Y,Y,좋은삼선병원,051-310-9416
부산광역시,사상구,10,6,23,Y,Y,Y, 부산보훈병원,051-601-6180
부산광역시,기장군,7,3,16,Y,Y,Y,기장병원,051-723-2119
부산광역시,기장군,5,3,39,Y,Y,Y,동남권원자력의학원원자력병원,051-720-5911
대구광역시,중구,7,3,57,Y,Y,Y,곽병원,053-605-3333
대구광역시,중구,11,1,72,Y,Y,Y,계명대학교대구동산병원,053-250-8481
대구광역시,중구,1,12,273,Y,Y,Y,경북대학교병원,053-200-5100
대구광역시,동구,13,6,61,Y,Y,Y,강남종합병원,053-980-9018
대구광역시,동구,0,5,206,Y,Y,Y,대구파티마병원,053-940-7119
대구광역시,서구,5,4,11,Y,Y,Y,구병원,053-557-7119
대구광역시,서구,11,16,335,Y,Y,Y,계명대학교동산병원,053-258-6301
대구광역시,서구,2,3,26,Y,Y,Y,더블유병원,053-550-5019
대구광역시,서구,8,5,39,Y,Y,Y,대구보훈병원,053-630-7014
대구광역시,서구,11,3,33,Y,Y,Y,삼일병원,053-659-3119
대구광역시,서구,9,4,33,Y,Y,Y,나사렛종합병원,053-643-3119
대구광역시,서구,16,4,62,Y,Y,Y,대구의료원,053-560-7288
대구광역시,남구,7,2,8,Y,Y,Y,드림종합병원,053-640-8575
대구광역시,남구,12,14,359,Y,Y,Y,대구가톨릭대학교병원,053-650-3025
대구광역시,남구,7,2,43,Y,Y,Y,대구굿모닝병원,053-620-9119
대구광역시,남구,21,20,309,Y,Y,Y,영남대학교병원,053-620-3177
대구광역시,북구,9,3,33,Y,Y,Y,대구가톨릭대학교칠곡가톨릭병원,053-320-2111
대구광역시,북구,4,12,343,Y,Y,Y,칠곡경북대학교병원,053-200-2100
대구광역시,수성구,7,3,23,Y,Y,Y,천주성삼병원,053-790-0555
대구광역시,달서구,5,4,11,Y,Y,Y,구병원,053-557-7119
대구광역시,달서구,11,16,335,Y,Y,Y,계명대학교동산병원,053-258-6301
대구광역시,달서구,2,3,26,Y,Y,Y,더블유병원,053-550-5019
대구광역시,달서구,8,5,39,Y,Y,Y,대구보훈병원,053-630-7014
대구광역시,달서구,11,3,33,Y,Y,Y,삼일병원,053-659-3119
대구광역시,달서구,9,4,33,Y,Y,Y,나사렛종합병원,053-643-3119
대구광역시,달성,11,1,72,Y,Y,Y,계명대학교대구동산병원,053-250-8481
인천광역시,중구,8,4,29,Y,Y,Y,인천기독병원,032-270-8300
인천광역시,중구,4,3,257,Y,Y,Y,인하대학교의과대학부속병원,032-890-2301
인천광역시,동구,4,12,536,Y,Y,Y, 길병원,032-460-3012
인천광역시,동구,13,5,76,Y,Y,Y,인천힘찬종합병원,032-459-3168
인천광역시,동구,14,6,67,Y,Y,Y,인천광역시의료원,032-580-6119
인천광역시,동구,3,4,14,Y,Y,Y, 인천백병원,032-280-8119
인천광역시,연수구,14,3,39,Y,Y,Y,나사렛국제병원,032-899-9699
인천광역시,연수구,7,3,86,Y,Y,Y,인천적십자병원,032-899-4118
인천광역시,남동구,4,12,536,Y,Y,Y, 길병원,032-460-3012
인천광역시,남동구,13,5,76,Y,Y,Y,인천힘찬종합병원,032-459-3168
인천광역시,부평구,3,8,223,Y,Y,Y,가톨릭대학교 인천성모병원,032-280-6107
인천광역시,부평구,15,2,67,Y,Y,Y, 부평세림병원,032-509-5777
인천광역시,계양구,8,2,33,Y,Y,Y,인천병원,032-240-8119
인천광역시,계양구,10,3,71,Y,Y,Y,한림병원,032-540-9119
인천광역시,서구,15,0,96,Y,Y,Y,가톨릭관동대학교국제성모병원,032-290-3065
인천광역시,서구,9,0,29,Y,Y,Y,온누리병원,032-568-9112
인천광역시,서구,8,8,98,Y,Y,Y,나은병원,032-584-4119
인천광역시,서구,16,5,57,Y,Y,Y,검단탑병원,032-590-0077
인천광역시,서구,8,6,148,Y,Y,Y, 뉴성민병원,032-726-1190
인천광역시,강화군,10,1,141,N1,Y,Y,비에스종합병원,032-290-0119
인천광역시,옹진군,4,1,30,N1,Y,Y,인천광역시의료원백령병원,032-836-1732
광주광역시,동구,12,13,409,Y,Y,Y,전남대학교병원,062-220-6801
광주광역시,동구,15,9,207,Y,Y,Y,조선대학교병원,062-220-3280
광주광역시,서구,17,2,43,Y,Y,Y,서광병원,062-600-8119
광주광역시,서구,8,1,48,Y,Y,Y,상무병원,062-600-7119
광주광역시,서구,14,4,44,Y,Y,Y,광주한국병원,062-380-3119
광주광역시,서구,5,2,61,Y,Y,Y,미래로21병원,062-450-1119
광주광역시,남구,9,3,90,Y,Y,Y,동아병원,062-650-2515
광주광역시,남구,8,3,58,N,Y,Y,광주씨티병원,062-460-7119
광주광역시,남구,10,4,66,Y,Y,Y,광주기독병원,062-650-5119
광주광역시,북구,4,2,19,Y,Y,Y,광주병원,062-260-7119
광주광역시,북구,9,3,42,Y,Y,Y,운암한국병원,062-608-8119
광주광역시,북구,5,4,44,Y,Y,Y,광주현대병원,062-570-0119
광주광역시,북구,8,1,44,Y,Y,Y,광주일곡병원,062-608-7119
광주광역시,북구,9,2,55,Y,Y,Y,광주희망병원,062-608-6119
광주광역시,광산구,6,2,46,Y,Y,Y,신가병원,062-610-8119
광주광역시,광산구,7,2,69,Y,Y,Y,광주센트럴병원,062-960-5119
광주광역시,광산구,12,3,46,Y,Y,Y,KS병원,062-975-9119
광주광역시,광산구,17,4,17,Y,Y,Y,하남성심병원,062-958-1250
광주광역시,광산구,9,3,60,Y,Y,Y,광주수완병원,062-958-1119
광주광역시,광산구,7,7,62,Y,Y,Y,광주보훈병원,062-602-6119
광주광역시,광산구,20,3,92,Y,Y,Y,첨단종합병원,062-601-8119
대전광역시,동구,0,3,-10,Y,Y,Y,대전한국병원,042-606-1119
대전광역시,중구,5,8,243,Y,Y,Y,성모병원,042-220-9118
대전광역시,중구,5,2,22,Y,Y,Y,대전선병원,042-220-8129
대전광역시,중구,6,12,275,Y,Y,Y,충남대학교병원,042-280-8129
대전광역시,서구,7,1,101,Y,Y,Y,대청병원,042-589-0119
대전광역시,서구,19,13,251,Y,Y,Y,건양대학교병원,042-600-9119
대전광역시,서구,10,12,202,Y,Y,Y,대전을지대학교병원,042-259-1119
대전광역시,유성구,10,1,61,Y,Y,Y,유성선병원,042-609-1119
대전광역시,대덕구,5,5,25,Y,Y,Y,대전보훈병원,042-939-0100
울산광역시,중구,21,4,86,Y,Y,Y,동강병원,052-241-1190
울산광역시,남구,12,7,27,Y,Y,Y,중앙병원,052-226-1119
울산광역시,남구,6,2,41,Y,Y,Y,좋은삼정병원,052-220-7600
울산광역시,남구,14,1,13,Y,Y,Y,울산병원,052-259-5119
울산광역시,동구,-1,9,265,Y,Y,Y,울산공업학원울산대학교병원,052-250-7000
울산광역시,북구,15,5,7,Y,Y,Y,울산시티병원,052-280-9119
울산광역시,울주군,9,1,83,Y,Y,Y,서울산보람병원,052-255-7119
세종, ,6,1,71,Y,Y,Y,여주병원,031-880-7754
세종, ,7,4,68,Y,Y,Y,충남대학교병원,044-995-3010
세종, ,8,3,106,Y,Y,Y, 엔케이병원,044-850-7705
경기도,수원시 장안구,11,3,60,Y,Y,Y,경기도의료원수원병원,031-888-0119
경기도,수원시 권선구,7,5,19,Y,Y,Y,화홍병원,031-8021-6829
경기도,수원시 팔달구,8,2,39,Y,Y,Y,윌스기념병원,031-240-6119
경기도,수원시 팔달구,8,2,38,Y,Y,Y,동수원병원,031-210-0119
경기도,수원시 팔달구,11,11,222,Y,Y,Y,가톨릭대학교성빈센트병원,031-249-7370
경기도,수원시 영통구,13,12,254,Y,Y,Y,아주대학교병원,031-219-7777
경기도,성남시 수정구,8,4,31,Y,Y,Y,성남정병원,031-750-6003
경기도,성남시 수정구,15,7,138,Y,Y,Y,성남시의료원,031-738-7300
경기도,성남시 중원구,9,3,112,Y,Y,Y,성남중앙병원,031-799-5599
경기도,성남시 분당구,-27,15,419,Y,Y,Y,분당서울대학교병원,031-787-3119
경기도,성남시 분당구,24,5,97,Y,Y,Y,국군수도병원,031-725-6119
경기도,성남시 분당구,5,2,118,Y,Y,Y,분당제생병원,031-779-0119
경기도,성남시 분당구,14,16,262,Y,Y,Y,차의과학대학교분당차병원,031-780-5840
경기도,의정부시,4,3,75,Y,Y,Y,의정부백병원,031-842-1211
경기도,의정부시,11,4,107,Y,Y,Y,의정부을지대학교병원,031-8074-0119
경기도,의정부시,15,6,197,Y,Y,Y,가톨릭대학교의정부성모병원,031-820-5200
경기도,의정부시,10,3,51,Y,Y,Y,추병원,031-845-8313
경기도,의정부시,9,3,33,Y,Y,Y,경기도의료원의정부병원,031-828-5119
경기도,만안구,7,2,49,Y,Y,Y,안양샘병원,031-467-9119
경기도,동안구,12,12,270,Y,Y,Y,한림대학교성심병원,031-380-4129
경기도,부천시,14,2,58,Y,Y,Y,부천병원,032-340-1119
경기도,부천시,17,10,188,Y,Y,Y,가톨릭대학교부천성모병원,032-340-2100
경기도,부천시,12,14,252,Y,Y,Y,순천향대학교부속부천병원,032-621-5117
경기도,부천시,3,1,44,Y,Y,Y,다니엘종합병원,032-670-0119
경기도,광명시,10,3,120,Y,Y,Y,중앙대학교광명병원,02-2222-1338
경기도,광명시,2,3,30,Y,Y,Y,광명성애병원,02-2680-7115
경기도,평택시,7,2,46,Y,Y,Y,박병원,031-662-4119
경기도,평택시,10,0,26,Y,Y,Y,굿모닝병원,031-5182-7582
경기도,평택시,9,5,146,Y,Y,Y,박애병원,031-650-9219
경기도,평택시,13,6,77,Y,Y,Y,평택성모병원,070-5012-0119
경기도,상록구,5,2,86,Y,Y,Y,근로복지공단안산병원,031-500-1119
경기도,상록구,14,2,40,Y,Y,Y,사랑의병원,031-414-6656
경기도,단원구,13,6,56,Y,Y,Y,한도병원,031-8040-1129
경기도,단원구,10,4,53,Y,Y,Y,단원병원,031-8040-5911
경기도,단원구,17,11,255,Y,Y,Y,고려대학교의과대학부속안산병원,031-412-5381
경기도,덕양구,7,5,144,Y,Y,Y,명지병원,031-810-7119
경기도,일산동구,8,5,215,Y,Y,Y,동국대학교일산불교병원,031-961-7777
경기도,일산동구,9,8,245,Y,Y,Y,국민건강보험공단일산병원,031-900-0761
경기도,일산동구,-4,3,107,Y,Y,Y,국립암센터,031-920-0119
경기도,일산동구,8,3,16,N1,Y,Y,일산차병원,031-782-8587
경기도,일산서구,8,8,168,Y,Y,Y,인제대학교일산백병원,031-910-9600
경기도,구리시,4,3,232,Y,Y,Y,한양대학교구리병원,1644-9118
경기도,남양주시,14,4,143,Y,Y,Y,남양주한양병원,031-510-0119
경기도,남양주시,6,6,108,Y,Y,Y,현대병원,031-574-0114
경기도,남양주시,7,3,26,Y,Y,Y,엘병원,031-527-6119
경기도,오산시,17,4,60,Y,Y,Y,오산한국병원,031-378-5119
경기도,시흥시,15,0,33,Y,Y,Y,센트럴병원,031-8041-3019
경기도,시흥시,9,5,45,Y,Y,Y,시화병원,031-5189-0567
경기도,시흥시,10,2,26,Y,Y,Y,신천연합병원,031-310-6661
경기도,군포시,13,2,43,Y,Y,Y,지샘병원,031-389-3119
경기도,군포시,11,2,69,Y,Y,Y,원광대학교산본병원,031-390-2345
경기도,처인구,10,2,122,Y,Y,Y,용인서울병원,031-336-0119
경기도,처인구,13,0,52,Y,Y,Y,명주병원,1522-8119
경기도,처인구,9,4,57,Y,Y,Y,다보스병원,031-8021-2130
경기도,기흥구,1,5,38,Y,Y,Y,연세대학교의과대학용인세브란스병원,031-5189-9001
경기도,기흥구,12,4,78,Y,Y,Y,강남병원,031-300-0119
경기도,파주시,11,2,57,Y,Y,Y,메디인병원,031-570-7912
경기도,파주시,15,1,64,Y,Y,Y,경기도의료원파주병원,031-940-9119
경기도,이천시,17,2,56,Y,Y,Y,경기도의료원이천병원,031-630-4333
경기도,안성시,9,4,86,Y,Y,Y,경기도의료원안성병원,031-8046-5119
경기도,안성시,9,3,51,Y,Y,Y,안성성모병원,031-675-8275
경기도,김포시,6,3,14,Y,Y,Y,김포우리병원,031-999-1119
경기도,김포시,10,2,30,Y,Y,Y,뉴고려병원,031-980-9119
경기도,화성시,9,3,63,Y,Y,Y,화성디에스병원,031-5180-7777
경기도,화성시,22,9,242,Y,Y,Y,한림대학교동탄성심병원,031-8086-2119
경기도,화성시,7,3,38,Y,Y,Y,화성중앙종합병원,031-371-7998
경기도,화성시,9,4,9,Y,Y,Y,원광종합병원,031-8077-7219
경기도,광주시,6,2,43,Y,Y,Y,참조은병원,031-881-9119
경기도,양주시,14,4,143,Y,Y,Y,남양주한양병원,031-510-0119
경기도,양주시,6,6,108,Y,Y,Y,현대병원,031-574-0114
경기도,양주시,7,3,26,Y,Y,Y,엘병원,031-527-6119
경기도,포천시,6,2,68,Y,Y,Y, 포천우리병원,031-541-8282
경기도,포천시,16,4,62,Y,Y,Y,경기도의료원포천병원,031-539-9119
경기도,여주시,6,1,71,Y,Y,Y,여주병원,031-880-7754
경기도,연천군,10,2,49,N1,Y,Y,연천군보건의료원,031-839-4119
경기도,양평군,4,3,24,Y,Y,Y,양평병원,031-770-5176
강원,춘천시,4,7,286,Y,Y,Y,강원대학교병원,033-258-2245
강원,춘천시,14,6,93,Y,Y,Y,한림대학교춘천성심병원,033-240-5219
강원,원주시,4,3,19,Y,Y,Y,강원특별자치도원주의료원,033-760-4701
강원,원주시,7,3,79,Y,Y,Y,성지병원,033-760-3119
강원,원주시,18,5,158,Y,Y,Y,연세대학교원주세브란스기독병원,033-741-1641
강원,강릉시,12,5,36,Y,Y,Y,강릉동인병원,033-650-6105
강원,강릉시,4,2,31,Y,Y,Y,강원특별자치도강릉의료원,033-610-1234
강원,강릉시,8,6,76,Y,Y,Y,강릉아산병원,033-610-3333
강원,동해시,5,2,82,Y,Y,Y,근로복지공단동해병원,033-530-3119
강원,동해시,0,0,29,Y,Y,Y,동해동인병원,033-530-0129
강원,태백시,8,2,47,Y,Y,Y,근로복지공단태백병원,033-580-3119
강원,속초시,16,3,86,Y,Y,Y,강원특별자치도속초의료원,033-630-6036
강원,속초시,8,4,19,Y,Y,Y,속초보광병원,033-639-8988
강원,삼척시,11,2,15,Y,Y,Y,강원특별자치도삼척의료원,033-570-7431
강원,홍천군,10,2,2,Y,Y,Y,홍천아산병원,033-430-5119
강원,횡성군,7,1,33,Y,Y,Y,횡성대성병원,033-345-1191
강원,영월군,8,2,43,Y,Y,Y,강원특별자치도영월의료원,033-370-9129
강원,평창군,6,,20,N1,Y,Y,평창군보건의료원,033-330-4812
강원,정선군,5,,42,N1,Y,Y,근로복지공단정선병원,033-560-7150
강원,철원군,4,2,42,Y,Y,Y,철원병원,033-450-3300
강원,화천군,7,,16,N1,Y,Y,화천군보건의료원,033-440-2880
강원,양구군,9,,33,N1,Y,Y,양구성심병원,033-480-8816
충청북도,청주시 상당구,6,2,68,Y,Y,Y,한국병원,043-222-6177
충청북도,청주시 상당구,15,3,63,Y,Y,Y,효성병원,043-221-2192
충청북도,청주시 서원구,23,11,325,Y,Y,Y,충북대학교병원,043-269-6114
충청북도,청주시 서원구,12,5,157,Y,Y,Y,충청북도청주의료원,043-279-0119
충청북도,청주시 흥덕구,8,4,91,Y,Y,Y,하나병원,043-230-6594
충청북도,청주시 흥덕구,7,4,164,Y,Y,Y,베스티안병원,043-904-8925
충청북도,청주시 청원구,5,8,136,Y,Y,Y,청주성모병원,043-219-8119
충청북도,충주시,17,6,76,Y,Y,Y,건국대학교충주병원,043-840-8330
충청북도,충주시,7,2,138,Y,Y,Y,충청북도충주의료원,043-871-0119
충청북도,제천시,13,1,57,Y,Y,Y,명지병원,043-640-8117
충청북도,제천시,12,3,36,Y,Y,Y,제천서울병원,043-643-2327
충청북도,옥천군,6,1,33,Y,Y,Y,옥천성모병원,043-730-7119
충청북도,영동군,8,2,24,Y,Y,Y,영동병원,043-740-9333
충청북도,진천군,3,5,80,Y,Y,Y,중앙제일병원,043-537-9119
충청북도,괴산군,8,1,47,Y,Y,Y,괴산성모병원,043-830-5419
충청남도,천안시 동남구,11,6,220,Y,Y,Y,단국대학교의과대학부속병원,041-550-6840
충청남도,천안시 동남구,4,6,141,Y,Y,Y,동은학원순천향대학교부속천안병원,041-590-7019
충청남도,천안시 동남구,10,3,151,Y,Y,Y,충청남도천안의료원,041-570-7119
충청남도,천안시 서북구,10,5,18,Y,Y,Y,천안충무병원,041-570-7519
충청남도,공주시,13,6,108,Y,Y,Y,충청남도공주의료원,041-962-1365
충청남도,보령시,5,2,67,Y,Y,Y,보령아산병원,041-930-5333
충청남도,아산시,10,3,235,Y,Y,Y,아산충무병원,041-536-6519
충청남도,서산시,9,3,37,Y,Y,Y,서산중앙병원,041-661-1195
충청남도,서산시,7,3,21,Y,Y,Y,충청남도서산의료원,041-689-7119
충청남도,논산시,14,2,62,Y,Y,Y,백제병원,041-730-8888
충청남도,당진시,13,4,72,Y,Y,Y,당진종합병원,041-358-3624
충청남도,부여군,8,1,20,N1,Y,Y,건양대학교부여병원,041-837-1201
충청남도,서천군,5,,40,N1,Y,Y,서해병원,041-950-0219
충청남도,청양군,6,1,11,N1,Y,Y,청양군보건의료원,041-940-4951
충청남도,홍성군,13,4,136,Y,Y,Y,충청남도홍성의료원,041-630-6119
충청남도,태안군,9,,23,N1,Y,Y,태안군보건의료원,041-671-5319
전주시,완산구,21,6,84,Y,Y,Y,예수병원,063-230-8280
전주시,완산구,11,,17,Y,Y,Y,전주병원,063-226-6119
전주시,덕진구,16,14,420,Y,Y,Y,전북대학교병원,063-250-1131
전주시,덕진구,6,2,25,Y,Y,Y,대자인병원,063-250-8701
전주시,덕진구,8,1,13,Y,Y,Y,호성전주병원,063-240-8862
군산시, ,10,5,80,Y,Y,Y,전북특별자치도군산의료원,063-472-5130
군산시, ,10,6,53,Y,Y,Y,동군산병원,063-440-0515
익산시, ,12,9,227,Y,Y,Y,원광대학교병원,063-859-1165
익산시, ,9,4,-9,Y,Y,Y,익산병원,063-840-9112
정읍시, ,16,3,63,Y,Y,Y,정읍아산병원,063-530-6129
남원시, ,15,1,91,Y,Y,Y,전북특별자치도 남원의료원,063-620-1119
김제시, ,10,2,86,Y,Y,Y,김제우석병원,063-540-5119
진안군, ,6,2,46,Y,Y,Y,진안군의료원,063-430-7119
무주군, ,4,,24,N1,Y,Y,무주군보건의료원,063-320-8315
장수군, ,5,,22,N1,Y,Y,장수군보건의료원,063-350-2119
임실군, ,2,,,N1,Y,Y,임실군보건의료원,063-640-3119
순창군, ,9,,30,N1,Y,Y,순창군보건의료원,063-650-5352
고창군, ,9,2,56,Y,Y,Y,고창병원,063-560-5558
부안군, ,9,3,38,Y,Y,Y,부안성모병원,063-580-8119
전라남도,목포시,7,2,59,Y,Y,Y, 세안종합병원,061-260-6666
전라남도,목포시,15,3,52,Y,Y,Y,목포기독병원,061-280-7119
전라남도,목포시,11,1,69,Y,Y,Y,목포한국병원,061-270-5666
전라남도,목포시,8,3,96,Y,Y,Y,목포시의료원,061-260-6400
전라남도,여수시,15,3,125,Y,Y,Y,여천전남병원,061-690-6118
전라남도,여수시,7,6,61,Y,Y,Y, 여수제일병원,061-689-8119
전라남도,여수시,7,4,44,Y,Y,Y,여수전남병원,061-640-7118
전라남도,순천시,7,2,48,Y,Y,Y,순천제일병원,061-720-3800
전라남도,순천시,9,3,52,Y,Y,Y,전라남도순천의료원,061-759-9119
전라남도,순천시,-2,4,74,Y,Y,Y,성가롤로병원,061-720-6119
전라남도,순천시,10,3,87,Y,Y,Y,한국병원,061-740-5119
전라남도,나주시,7,2,54,Y,Y,Y,나주종합병원,061-330-6112
전라남도,나주시,7,4,47,Y,Y,Y,빛가람종합병원,061-820-0909
전라남도,광양시,8,0,76,Y,Y,Y,광양사랑병원,061-797-7119
전라남도,광양시,7,3,46,Y,Y,Y, 광양서울병원,061-798-9819
전라남도,담양군,6,2,29,N1,Y,Y,담양사랑병원,061-380-9119
전라남도,곡성군,3,1,3,N1,Y,Y,곡성사랑병원,061-360-6008
전라남도,구례군,10,1,31,N1,Y,Y,구례병원,061-780-3200
전라남도,고흥군,9,2,190,Y,Y,Y,고흥종합병원,061-830-3118
전라남도,고흥군,3,2,57,Y,Y,Y,녹동현대병원,061-840-1119
전라남도,보성군,8,2,51,N1,Y,Y,보성아산병원,061-850-3119
전라남도,보성군,6,1,36,N1,Y,Y,삼호병원,061-859-5119
전라남도,화순군,12,7,318,Y,Y,Y,화순전남대학교병원,061-379-8882
전라남도,장흥군,8,2,1,Y,Y,Y, 장흥종합병원,061-860-1119
전라남도,장흥군,4,2,50,Y,Y,Y,장흥우리병원,061-860-0119
전라남도,강진군,8,3,154,Y,Y,Y,전라남도강진의료원,061-430-1109
전라남도,해남군,14,1,79,Y,Y,Y,해남우리종합병원,061-530-7119
전라남도,해남군,9,3,149,Y,Y,Y, 해남종합병원,061-530-0119
전라남도,영암군,8,0,27,N1,Y,Y,영암한국병원,061-470-7118
전라남도,무안군,4,2,26,Y,Y,Y,무안병원,061-450-3119
전라남도,영광군,10,2,43,Y,Y,Y, 영광기독병원,061-350-3080
전라남도,영광군,9,3,74,Y,Y,Y,영광종합병원,061-350-8129
전라남도,장성군,2,,64,N1,N1,Y, 장성병원,061-390-9119
전라남도,완도군,4,1,63,N1,Y,Y,완도대성병원,061-554-9500
전라남도,진도군,4,,27,N1,N1,Y,진도한국병원,061-244-2310
전라남도,신안군,4,,20,N1,Y,Y,신안대우병원,061-262-3309
